login_id,operator_id,machine_id,execution_id,work_order_id,shift,login_time,logout_time,login_status
LOGIN-00000149,OP-0026,HVT-L3-S70,EXEC-000149,WO-20260111-000149,ShiftType.MORNING,2026-01-11 13:21:00,2026-01-11 13:56:00,LOGIN_SUCCESS
LOGIN-00000150,OP-0072,ASM-L1-S20,EXEC-000150,WO-20260111-000150,ShiftType.MORNING,2026-01-11 13:42:00,2026-01-11 14:20:00,LOGIN_SUCCESS
LOGIN-00000151,OP-0036,HVT-L5-S70,EXEC-000151,WO-20260112-000151,ShiftType.MORNING,2026-01-12 06:36:00,2026-01-12 07:20:00,LOGIN_SUCCESS
LOGIN-00000152,OP-0003,VIS-L5-S50,EXEC-000152,WO-20260112-000152,ShiftType.MORNING,2026-01-12 06:59:00,2026-01-12 07:36:00,LOGIN_SUCCESS
LOGIN-00000153,OP-0039,HVT-L1-S70,EXEC-000153,WO-20260112-000153,ShiftType.MORNING,2026-01-12 07:21:00,2026-01-12 07:59:00,LOGIN_SUCCESS
LOGIN-00000154,OP-0038,MOT-L1-S60,EXEC-000154,WO-20260112-000154,ShiftType.MORNING,2026-01-12 07:38:00,2026-01-12 08:19:00,LOGIN_SUCCESS
LOGIN-00000155,OP-0020,VIS-L1-S50,EXEC-000155,WO-20260112-000155,ShiftType.MORNING,2026-01-12 07:57:00,2026-01-12 08:38:00,LOGIN_SUCCESS
LOGIN-00000156,OP-0035,MOT-L3-S60,EXEC-000156,WO-20260112-000156,ShiftType.MORNING,2026-01-12 08:18:00,2026-01-12 08:58:00,LOGIN_SUCCESS
LOGIN-00000157,OP-0067,PLT-L5-S80,EXEC-000157,WO-20260112-000157,ShiftType.MORNING,2026-01-12 08:40:00,2026-01-12 09:18:00,LOGIN_SUCCESS
LOGIN-00000158,OP-0037,PLT-L6-S80,EXEC-000158,WO-20260112-000158,ShiftType.MORNING,2026-01-12 08:56:00,2026-01-12 09:40:00,LOGIN_SUCCESS
LOGIN-00000159,OP-0046,VIS-L1-S50,EXEC-000159,WO-20260112-000159,ShiftType.MORNING,2026-01-12 09:19:00,2026-01-12 09:59:00,LOGIN_SUCCESS
LOGIN-00000160,OP-0044,ASM-L2-S20,EXEC-000160,WO-20260112-000160,ShiftType.MORNING,2026-01-12 09:37:00,2026-01-12 10:18:00,LOGIN_SUCCESS
LOGIN-00000161,OP-0048,MOT-L4-S60,EXEC-000161,WO-20260112-000161,ShiftType.MORNING,2026-01-12 10:02:00,2026-01-12 10:38:00,LOGIN_SUCCESS
LOGIN-00000162,OP-0003,VIS-L1-S50,EXEC-000162,WO-20260112-000162,ShiftType.MORNING,2026-01-12 10:20:00,2026-01-12 10:58:00,LOGIN_SUCCESS
LOGIN-00000163,OP-0047,GBA-L1-S40,EXEC-000163,WO-20260112-000163,ShiftType.MORNING,2026-01-12 10:43:00,2026-01-12 11:18:00,LOGIN_SUCCESS
LOGIN-00000164,OP-0017,ASM-L4-S20,EXEC-000164,WO-20260112-000164,ShiftType.MORNING,2026-01-12 11:02:00,2026-01-12 11:40:00,LOGIN_SUCCESS
LOGIN-00000165,OP-0019,DTA-L5-S30,EXEC-000165,WO-20260112-000165,ShiftType.MORNING,2026-01-12 11:23:00,2026-01-12 11:59:00,LOGIN_SUCCESS
LOGIN-00000166,OP-0035,VIS-L4-S50,EXEC-000166,WO-20260112-000166,ShiftType.MORNING,2026-01-12 11:38:00,2026-01-12 12:19:00,LOGIN_SUCCESS
LOGIN-00000167,OP-0028,DTA-L6-S30,EXEC-000167,WO-20260112-000167,ShiftType.MORNING,2026-01-12 12:03:00,2026-01-12 12:36:00,LOGIN_SUCCESS
LOGIN-00000168,OP-0034,MOT-L5-S60,EXEC-000168,WO-20260112-000168,ShiftType.MORNING,2026-01-12 12:20:00,2026-01-12 12:58:00,LOGIN_SUCCESS
LOGIN-00000169,OP-0072,GBA-L6-S40,EXEC-000169,WO-20260112-000169,ShiftType.MORNING,2026-01-12 12:40:00,2026-01-12 13:20:00,LOGIN_SUCCESS
LOGIN-00000170,OP-0008,ASM-L5-S20,EXEC-000170,WO-20260112-000170,ShiftType.MORNING,2026-01-12 12:55:00,2026-01-12 13:39:00,LOGIN_SUCCESS
LOGIN-00000171,OP-0070,PF-L2-S10,EXEC-000171,WO-20260113-000171,ShiftType.MORNING,2026-01-13 06:41:00,2026-01-13 07:20:00,LOGIN_SUCCESS
LOGIN-00000172,OP-0044,VIS-L5-S50,EXEC-000172,WO-20260113-000172,ShiftType.MORNING,2026-01-13 06:56:00,2026-01-13 07:38:00,LOGIN_SUCCESS
LOGIN-00000173,OP-0059,PLT-L3-S80,EXEC-000173,WO-20260113-000173,ShiftType.MORNING,2026-01-13 07:23:00,2026-01-13 07:59:00,LOGIN_SUCCESS
LOGIN-00000174,OP-0043,PF-L1-S10,EXEC-000174,WO-20260113-000174,ShiftType.MORNING,2026-01-13 07:37:00,2026-01-13 08:17:00,LOGIN_SUCCESS
LOGIN-00000175,OP-0017,VIS-L1-S50,EXEC-000175,WO-20260113-000175,ShiftType.MORNING,2026-01-13 08:00:00,2026-01-13 08:37:00,LOGIN_SUCCESS
LOGIN-00000176,OP-0018,VIS-L2-S50,EXEC-000176,WO-20260113-000176,ShiftType.MORNING,2026-01-13 08:17:00,2026-01-13 08:56:00,LOGIN_SUCCESS
LOGIN-00000177,OP-0005,PLT-L3-S80,EXEC-000177,WO-20260113-000177,ShiftType.MORNING,2026-01-13 08:38:00,2026-01-13 09:18:00,LOGIN_SUCCESS
LOGIN-00000178,OP-0063,PLT-L6-S80,EXEC-000178,WO-20260113-000178,ShiftType.MORNING,2026-01-13 09:00:00,2026-01-13 09:36:00,LOGIN_SUCCESS
LOGIN-00000179,OP-0038,VIS-L1-S50,EXEC-000179,WO-20260113-000179,ShiftType.MORNING,2026-01-13 09:20:00,2026-01-13 09:56:00,LOGIN_SUCCESS
LOGIN-00000180,OP-0038,PLT-L4-S80,EXEC-000180,WO-20260113-000180,ShiftType.MORNING,2026-01-13 09:37:00,2026-01-13 10:20:00,LOGIN_SUCCESS
LOGIN-00000181,OP-0068,GBA-L6-S40,EXEC-000181,WO-20260113-000181,ShiftType.MORNING,2026-01-13 09:58:00,2026-01-13 10:39:00,LOGIN_SUCCESS
LOGIN-00000182,OP-0036,PLT-L5-S80,EXEC-000182,WO-20260113-000182,ShiftType.MORNING,2026-01-13 10:20:00,2026-01-13 10:56:00,LOGIN_SUCCESS
LOGIN-00000183,OP-0011,ASM-L4-S20,EXEC-000183,WO-20260113-000183,ShiftType.MORNING,2026-01-13 10:36:00,2026-01-13 11:18:00,LOGIN_SUCCESS
LOGIN-00000184,OP-0030,PKG-L5-S90,EXEC-000184,WO-20260113-000184,ShiftType.MORNING,2026-01-13 11:00:00,2026-01-13 11:40:00,LOGIN_SUCCESS
LOGIN-00000185,OP-0006,ASM-L5-S20,EXEC-000185,WO-20260113-000185,ShiftType.MORNING,2026-01-13 11:23:00,2026-01-13 11:56:00,LOGIN_SUCCESS
LOGIN-00000186,OP-0010,MOT-L5-S60,EXEC-000186,WO-20260113-000186,ShiftType.MORNING,2026-01-13 11:38:00,2026-01-13 12:19:00,LOGIN_SUCCESS
LOGIN-00000187,OP-0030,HVT-L4-S70,EXEC-000187,WO-20260113-000187,ShiftType.MORNING,2026-01-13 12:03:00,2026-01-13 12:36:00,LOGIN_SUCCESS
LOGIN-00000188,OP-0012,MOT-L5-S60,EXEC-000188,WO-20260113-000188,ShiftType.MORNING,2026-01-13 12:23:00,2026-01-13 12:59:00,LOGIN_SUCCESS
LOGIN-00000189,OP-0033,PKG-L5-S90,EXEC-000189,WO-20260113-000189,ShiftType.MORNING,2026-01-13 12:39:00,2026-01-13 13:16:00,LOGIN_SUCCESS
LOGIN-00000190,OP-0016,PF-L6-S10,EXEC-000190,WO-20260113-000190,ShiftType.MORNING,2026-01-13 13:00:00,2026-01-13 13:37:00,LOGIN_SUCCESS
LOGIN-00000191,OP-0059,ASM-L4-S20,EXEC-000191,WO-20260113-000191,ShiftType.MORNING,2026-01-13 13:20:00,2026-01-13 13:57:00,LOGIN_SUCCESS
LOGIN-00000192,OP-0045,DTA-L3-S30,EXEC-000192,WO-20260113-000192,ShiftType.MORNING,2026-01-13 13:39:00,2026-01-13 14:18:00,LOGIN_SUCCESS
LOGIN-00000193,OP-0050,VIS-L4-S50,EXEC-000193,WO-20260114-000193,ShiftType.MORNING,2026-01-14 06:42:00,2026-01-14 07:18:00,LOGIN_SUCCESS
LOGIN-00000194,OP-0005,DTA-L6-S30,EXEC-000194,WO-20260114-000194,ShiftType.MORNING,2026-01-14 06:57:00,2026-01-14 07:37:00,LOGIN_SUCCESS
LOGIN-00000195,OP-0019,PKG-L6-S90,EXEC-000195,WO-20260114-000195,ShiftType.MORNING,2026-01-14 07:16:00,2026-01-14 07:58:00,LOGIN_SUCCESS
LOGIN-00000196,OP-0015,MOT-L3-S60,EXEC-000196,WO-20260114-000196,ShiftType.MORNING,2026-01-14 07:37:00,2026-01-14 08:16:00,LOGIN_SUCCESS
LOGIN-00000197,OP-0005,PF-L6-S10,EXEC-000197,WO-20260114-000197,ShiftType.MORNING,2026-01-14 08:00:00,2026-01-14 08:40:00,LOGIN_SUCCESS
LOGIN-00000198,OP-0062,GBA-L1-S40,EXEC-000198,WO-20260114-000198,ShiftType.MORNING,2026-01-14 08:21:00,2026-01-14 08:56:00,LOGIN_SUCCESS
LOGIN-00000199,OP-0032,GBA-L6-S40,EXEC-000199,WO-20260114-000199,ShiftType.MORNING,2026-01-14 08:41:00,2026-01-14 09:19:00,LOGIN_SUCCESS
LOGIN-00000200,OP-0049,ASM-L5-S20,EXEC-000200,WO-20260114-000200,ShiftType.MORNING,2026-01-14 09:02:00,2026-01-14 09:40:00,LOGIN_SUCCESS
LOGIN-00000201,OP-0013,PF-L1-S10,EXEC-000201,WO-20260114-000201,ShiftType.MORNING,2026-01-14 09:20:00,2026-01-14 09:56:00,LOGIN_SUCCESS
LOGIN-00000202,OP-0027,MOT-L1-S60,EXEC-000202,WO-20260114-000202,ShiftType.MORNING,2026-01-14 09:39:00,2026-01-14 10:19:00,LOGIN_SUCCESS
LOGIN-00000203,OP-0034,PLT-L1-S80,EXEC-000203,WO-20260114-000203,ShiftType.MORNING,2026-01-14 09:55:00,2026-01-14 10:36:00,LOGIN_SUCCESS
LOGIN-00000204,OP-0041,PLT-L3-S80,EXEC-000204,WO-20260114-000204,ShiftType.MORNING,2026-01-14 10:19:00,2026-01-14 11:00:00,LOGIN_SUCCESS
LOGIN-00000205,OP-0036,VIS-L6-S50,EXEC-000205,WO-20260114-000205,ShiftType.MORNING,2026-01-14 10:39:00,2026-01-14 11:16:00,LOGIN_SUCCESS
LOGIN-00000206,OP-0020,PLT-L6-S80,EXEC-000206,WO-20260114-000206,ShiftType.MORNING,2026-01-14 10:59:00,2026-01-14 11:36:00,LOGIN_SUCCESS
LOGIN-00000207,OP-0038,PLT-L5-S80,EXEC-000207,WO-20260114-000207,ShiftType.MORNING,2026-01-14 11:17:00,2026-01-14 11:58:00,LOGIN_SUCCESS
LOGIN-00000208,OP-0047,MOT-L3-S60,EXEC-000208,WO-20260114-000208,ShiftType.MORNING,2026-01-14 11:43:00,2026-01-14 12:20:00,LOGIN_SUCCESS
LOGIN-00000209,OP-0028,ASM-L1-S20,EXEC-000209,WO-20260114-000209,ShiftType.MORNING,2026-01-14 11:56:00,2026-01-14 12:36:00,LOGIN_SUCCESS
LOGIN-00000210,OP-0013,PKG-L1-S90,EXEC-000210,WO-20260114-000210,ShiftType.MORNING,2026-01-14 12:20:00,2026-01-14 12:58:00,LOGIN_SUCCESS
LOGIN-00000211,OP-0068,GBA-L4-S40,EXEC-000211,WO-20260115-000211,ShiftType.MORNING,2026-01-15 06:41:00,2026-01-15 07:16:00,LOGIN_SUCCESS
LOGIN-00000212,OP-0011,ASM-L1-S20,EXEC-000212,WO-20260115-000212,ShiftType.MORNING,2026-01-15 06:55:00,2026-01-15 07:38:00,LOGIN_SUCCESS
LOGIN-00000213,OP-0034,MOT-L6-S60,EXEC-000213,WO-20260115-000213,ShiftType.MORNING,2026-01-15 07:20:00,2026-01-15 07:56:00,LOGIN_SUCCESS
LOGIN-00000214,OP-0032,PF-L6-S10,EXEC-000214,WO-20260115-000214,ShiftType.MORNING,2026-01-15 07:39:00,2026-01-15 08:17:00,LOGIN_SUCCESS
LOGIN-00000215,OP-0023,MOT-L5-S60,EXEC-000215,WO-20260115-000215,ShiftType.MORNING,2026-01-15 07:56:00,2026-01-15 08:38:00,LOGIN_SUCCESS
LOGIN-00000216,OP-0018,HVT-L2-S70,EXEC-000216,WO-20260115-000216,ShiftType.MORNING,2026-01-15 08:20:00,2026-01-15 09:00:00,LOGIN_SUCCESS
LOGIN-00000217,OP-0008,DTA-L3-S30,EXEC-000217,WO-20260115-000217,ShiftType.MORNING,2026-01-15 08:38:00,2026-01-15 09:17:00,LOGIN_SUCCESS
LOGIN-00000218,OP-0024,ASM-L5-S20,EXEC-000218,WO-20260115-000218,ShiftType.MORNING,2026-01-15 08:57:00,2026-01-15 09:38:00,LOGIN_SUCCESS
LOGIN-00000219,OP-0039,GBA-L4-S40,EXEC-000219,WO-20260115-000219,ShiftType.MORNING,2026-01-15 09:18:00,2026-01-15 09:58:00,LOGIN_SUCCESS
LOGIN-00000220,OP-0019,HVT-L2-S70,EXEC-000220,WO-20260115-000220,ShiftType.MORNING,2026-01-15 09:41:00,2026-01-15 10:16:00,LOGIN_SUCCESS
LOGIN-00000221,OP-0061,PLT-L6-S80,EXEC-000221,WO-20260115-000221,ShiftType.MORNING,2026-01-15 10:03:00,2026-01-15 10:36:00,LOGIN_SUCCESS
LOGIN-00000222,OP-0010,PF-L1-S10,EXEC-000222,WO-20260115-000222,ShiftType.MORNING,2026-01-15 10:23:00,2026-01-15 10:58:00,LOGIN_SUCCESS
LOGIN-00000223,OP-0051,HVT-L2-S70,EXEC-000223,WO-20260115-000223,ShiftType.MORNING,2026-01-15 10:36:00,2026-01-15 11:17:00,LOGIN_SUCCESS
LOGIN-00000224,OP-0052,VIS-L5-S50,EXEC-000224,WO-20260115-000224,ShiftType.MORNING,2026-01-15 10:59:00,2026-01-15 11:39:00,LOGIN_SUCCESS
LOGIN-00000225,OP-0064,MOT-L3-S60,EXEC-000225,WO-20260115-000225,ShiftType.MORNING,2026-01-15 11:23:00,2026-01-15 11:58:00,LOGIN_SUCCESS
LOGIN-00000226,OP-0013,HVT-L6-S70,EXEC-000226,WO-20260115-000226,ShiftType.MORNING,2026-01-15 11:41:00,2026-01-15 12:16:00,LOGIN_SUCCESS
LOGIN-00000227,OP-0017,HVT-L1-S70,EXEC-000227,WO-20260115-000227,ShiftType.MORNING,2026-01-15 12:00:00,2026-01-15 12:36:00,LOGIN_SUCCESS
LOGIN-00000228,OP-0030,GBA-L2-S40,EXEC-000228,WO-20260115-000228,ShiftType.MORNING,2026-01-15 12:19:00,2026-01-15 12:59:00,LOGIN_SUCCESS
LOGIN-00000229,OP-0021,DTA-L2-S30,EXEC-000229,WO-20260115-000229,ShiftType.MORNING,2026-01-15 12:37:00,2026-01-15 13:19:00,LOGIN_SUCCESS
LOGIN-00000230,OP-0014,PLT-L5-S80,EXEC-000230,WO-20260115-000230,ShiftType.MORNING,2026-01-15 12:57:00,2026-01-15 13:38:00,LOGIN_SUCCESS
LOGIN-00000231,OP-0061,PLT-L4-S80,EXEC-000231,WO-20260115-000231,ShiftType.MORNING,2026-01-15 13:17:00,2026-01-15 14:00:00,LOGIN_SUCCESS
LOGIN-00000232,OP-0068,HVT-L6-S70,EXEC-000232,WO-20260115-000232,ShiftType.MORNING,2026-01-15 13:43:00,2026-01-15 14:17:00,LOGIN_SUCCESS
LOGIN-00000233,OP-0050,MOT-L6-S60,EXEC-000233,WO-20260115-000233,ShiftType.MORNING,2026-01-15 13:56:00,2026-01-15 14:37:00,LOGIN_SUCCESS
LOGIN-00000234,OP-0071,PLT-L5-S80,EXEC-000234,WO-20260115-000234,ShiftType.MORNING,2026-01-15 14:22:00,2026-01-15 14:56:00,LOGIN_SUCCESS
LOGIN-00000235,OP-0065,DTA-L4-S30,EXEC-000235,WO-20260116-000235,ShiftType.MORNING,2026-01-16 06:35:00,2026-01-16 07:17:00,LOGIN_SUCCESS
LOGIN-00000236,OP-0059,HVT-L5-S70,EXEC-000236,WO-20260116-000236,ShiftType.MORNING,2026-01-16 07:01:00,2026-01-16 07:39:00,LOGIN_SUCCESS
LOGIN-00000237,OP-0050,PF-L2-S10,EXEC-000237,WO-20260116-000237,ShiftType.MORNING,2026-01-16 07:23:00,2026-01-16 07:56:00,LOGIN_SUCCESS
LOGIN-00000238,OP-0061,HVT-L4-S70,EXEC-000238,WO-20260116-000238,ShiftType.MORNING,2026-01-16 07:42:00,2026-01-16 08:19:00,LOGIN_SUCCESS
LOGIN-00000239,OP-0008,GBA-L3-S40,EXEC-000239,WO-20260116-000239,ShiftType.MORNING,2026-01-16 07:55:00,2026-01-16 08:38:00,LOGIN_SUCCESS
LOGIN-00000240,OP-0049,PKG-L5-S90,EXEC-000240,WO-20260116-000240,ShiftType.MORNING,2026-01-16 08:22:00,2026-01-16 08:56:00,LOGIN_SUCCESS
LOGIN-00000241,OP-0046,PKG-L1-S90,EXEC-000241,WO-20260116-000241,ShiftType.MORNING,2026-01-16 08:39:00,2026-01-16 09:18:00,LOGIN_SUCCESS
LOGIN-00000242,OP-0011,ASM-L4-S20,EXEC-000242,WO-20260116-000242,ShiftType.MORNING,2026-01-16 08:55:00,2026-01-16 09:36:00,LOGIN_SUCCESS
LOGIN-00000243,OP-0032,PKG-L3-S90,EXEC-000243,WO-20260116-000243,ShiftType.MORNING,2026-01-16 09:23:00,2026-01-16 09:59:00,LOGIN_SUCCESS
LOGIN-00000244,OP-0071,GBA-L3-S40,EXEC-000244,WO-20260116-000244,ShiftType.MORNING,2026-01-16 09:38:00,2026-01-16 10:17:00,LOGIN_SUCCESS
LOGIN-00000245,OP-0027,PLT-L1-S80,EXEC-000245,WO-20260116-000245,ShiftType.MORNING,2026-01-16 10:03:00,2026-01-16 10:40:00,LOGIN_SUCCESS
LOGIN-00000246,OP-0063,PKG-L2-S90,EXEC-000246,WO-20260116-000246,ShiftType.MORNING,2026-01-16 10:17:00,2026-01-16 11:00:00,LOGIN_SUCCESS
LOGIN-00000247,OP-0069,MOT-L3-S60,EXEC-000247,WO-20260116-000247,ShiftType.MORNING,2026-01-16 10:36:00,2026-01-16 11:16:00,LOGIN_SUCCESS
LOGIN-00000248,OP-0047,PF-L5-S10,EXEC-000248,WO-20260116-000248,ShiftType.MORNING,2026-01-16 10:57:00,2026-01-16 11:38:00,LOGIN_SUCCESS
LOGIN-00000249,OP-0029,GBA-L1-S40,EXEC-000249,WO-20260116-000249,ShiftType.MORNING,2026-01-16 11:18:00,2026-01-16 11:58:00,LOGIN_SUCCESS
LOGIN-00000250,OP-0063,GBA-L5-S40,EXEC-000250,WO-20260116-000250,ShiftType.MORNING,2026-01-16 11:43:00,2026-01-16 12:17:00,LOGIN_SUCCESS
LOGIN-00000251,OP-0006,ASM-L1-S20,EXEC-000251,WO-20260116-000251,ShiftType.MORNING,2026-01-16 11:56:00,2026-01-16 12:37:00,LOGIN_SUCCESS
LOGIN-00000252,OP-0020,DTA-L1-S30,EXEC-000252,WO-20260116-000252,ShiftType.MORNING,2026-01-16 12:18:00,2026-01-16 12:58:00,LOGIN_SUCCESS
LOGIN-00000253,OP-0052,HVT-L2-S70,EXEC-000253,WO-20260116-000253,ShiftType.MORNING,2026-01-16 12:39:00,2026-01-16 13:17:00,LOGIN_SUCCESS
LOGIN-00000254,OP-0007,DTA-L2-S30,EXEC-000254,WO-20260116-000254,ShiftType.MORNING,2026-01-16 12:59:00,2026-01-16 13:39:00,LOGIN_SUCCESS
LOGIN-00000255,OP-0036,GBA-L2-S40,EXEC-000255,WO-20260116-000255,ShiftType.MORNING,2026-01-16 13:17:00,2026-01-16 13:59:00,LOGIN_SUCCESS
LOGIN-00000256,OP-0006,PLT-L6-S80,EXEC-000256,WO-20260116-000256,ShiftType.MORNING,2026-01-16 13:41:00,2026-01-16 14:19:00,LOGIN_SUCCESS
LOGIN-00000257,OP-0020,MOT-L4-S60,EXEC-000257,WO-20260117-000257,ShiftType.MORNING,2026-01-17 06:35:00,2026-01-17 07:17:00,LOGIN_SUCCESS
LOGIN-00000258,OP-0043,ASM-L5-S20,EXEC-000258,WO-20260117-000258,ShiftType.MORNING,2026-01-17 07:00:00,2026-01-17 07:36:00,LOGIN_SUCCESS
LOGIN-00000259,OP-0056,GBA-L4-S40,EXEC-000259,WO-20260117-000259,ShiftType.MORNING,2026-01-17 07:15:00,2026-01-17 07:56:00,LOGIN_SUCCESS
LOGIN-00000260,OP-0072,PF-L5-S10,EXEC-000260,WO-20260117-000260,ShiftType.MORNING,2026-01-17 07:37:00,2026-01-17 08:18:00,LOGIN_SUCCESS
LOGIN-00000261,OP-0056,PLT-L3-S80,EXEC-000261,WO-20260117-000261,ShiftType.MORNING,2026-01-17 07:57:00,2026-01-17 08:37:00,LOGIN_SUCCESS
LOGIN-00000262,OP-0034,DTA-L6-S30,EXEC-000262,WO-20260117-000262,ShiftType.MORNING,2026-01-17 08:22:00,2026-01-17 08:58:00,LOGIN_SUCCESS
LOGIN-00000263,OP-0046,HVT-L4-S70,EXEC-000263,WO-20260117-000263,ShiftType.MORNING,2026-01-17 08:40:00,2026-01-17 09:18:00,LOGIN_SUCCESS
LOGIN-00000264,OP-0024,VIS-L6-S50,EXEC-000264,WO-20260117-000264,ShiftType.MORNING,2026-01-17 08:58:00,2026-01-17 09:36:00,LOGIN_SUCCESS
LOGIN-00000265,OP-0008,DTA-L6-S30,EXEC-000265,WO-20260117-000265,ShiftType.MORNING,2026-01-17 09:19:00,2026-01-17 09:57:00,LOGIN_SUCCESS
LOGIN-00000266,OP-0037,MOT-L6-S60,EXEC-000266,WO-20260117-000266,ShiftType.MORNING,2026-01-17 09:37:00,2026-01-17 10:20:00,LOGIN_SUCCESS
LOGIN-00000267,OP-0068,GBA-L5-S40,EXEC-000267,WO-20260117-000267,ShiftType.MORNING,2026-01-17 09:59:00,2026-01-17 10:37:00,LOGIN_SUCCESS
LOGIN-00000268,OP-0043,PLT-L2-S80,EXEC-000268,WO-20260117-000268,ShiftType.MORNING,2026-01-17 10:20:00,2026-01-17 11:00:00,LOGIN_SUCCESS
LOGIN-00000269,OP-0012,PKG-L2-S90,EXEC-000269,WO-20260117-000269,ShiftType.MORNING,2026-01-17 10:37:00,2026-01-17 11:18:00,LOGIN_SUCCESS
LOGIN-00000270,OP-0031,ASM-L1-S20,EXEC-000270,WO-20260117-000270,ShiftType.MORNING,2026-01-17 11:01:00,2026-01-17 11:36:00,LOGIN_SUCCESS
LOGIN-00000271,OP-0033,PLT-L5-S80,EXEC-000271,WO-20260117-000271,ShiftType.MORNING,2026-01-17 11:19:00,2026-01-17 11:57:00,LOGIN_SUCCESS
LOGIN-00000272,OP-0016,MOT-L6-S60,EXEC-000272,WO-20260117-000272,ShiftType.MORNING,2026-01-17 11:41:00,2026-01-17 12:20:00,LOGIN_SUCCESS
LOGIN-00000273,OP-0015,DTA-L5-S30,EXEC-000273,WO-20260117-000273,ShiftType.MORNING,2026-01-17 11:59:00,2026-01-17 12:39:00,LOGIN_SUCCESS
LOGIN-00000274,OP-0027,HVT-L6-S70,EXEC-000274,WO-20260117-000274,ShiftType.MORNING,2026-01-17 12:15:00,2026-01-17 13:00:00,LOGIN_SUCCESS
LOGIN-00000275,OP-0020,PKG-L4-S90,EXEC-000275,WO-20260117-000275,ShiftType.MORNING,2026-01-17 12:39:00,2026-01-17 13:19:00,LOGIN_SUCCESS
LOGIN-00000276,OP-0048,VIS-L3-S50,EXEC-000276,WO-20260118-000276,ShiftType.MORNING,2026-01-18 06:42:00,2026-01-18 07:19:00,LOGIN_SUCCESS
LOGIN-00000277,OP-0034,MOT-L6-S60,EXEC-000277,WO-20260118-000277,ShiftType.MORNING,2026-01-18 06:59:00,2026-01-18 07:40:00,LOGIN_SUCCESS
LOGIN-00000278,OP-0049,VIS-L2-S50,EXEC-000278,WO-20260118-000278,ShiftType.MORNING,2026-01-18 07:17:00,2026-01-18 07:59:00,LOGIN_SUCCESS
LOGIN-00000279,OP-0069,DTA-L3-S30,EXEC-000279,WO-20260118-000279,ShiftType.MORNING,2026-01-18 07:42:00,2026-01-18 08:17:00,LOGIN_SUCCESS
LOGIN-00000280,OP-0022,ASM-L3-S20,EXEC-000280,WO-20260118-000280,ShiftType.MORNING,2026-01-18 08:00:00,2026-01-18 08:37:00,LOGIN_SUCCESS
LOGIN-00000281,OP-0039,PKG-L6-S90,EXEC-000281,WO-20260118-000281,ShiftType.MORNING,2026-01-18 08:19:00,2026-01-18 08:58:00,LOGIN_SUCCESS
LOGIN-00000282,OP-0003,MOT-L5-S60,EXEC-000282,WO-20260118-000282,ShiftType.MORNING,2026-01-18 08:39:00,2026-01-18 09:20:00,LOGIN_SUCCESS
LOGIN-00000283,OP-0050,PKG-L4-S90,EXEC-000283,WO-20260118-000283,ShiftType.MORNING,2026-01-18 08:56:00,2026-01-18 09:36:00,LOGIN_SUCCESS
LOGIN-00000284,OP-0015,PLT-L1-S80,EXEC-000284,WO-20260118-000284,ShiftType.MORNING,2026-01-18 09:22:00,2026-01-18 09:56:00,LOGIN_SUCCESS
LOGIN-00000285,OP-0028,ASM-L3-S20,EXEC-000285,WO-20260118-000285,ShiftType.MORNING,2026-01-18 09:42:00,2026-01-18 10:16:00,LOGIN_SUCCESS
LOGIN-00000286,OP-0021,DTA-L6-S30,EXEC-000286,WO-20260118-000286,ShiftType.MORNING,2026-01-18 09:58:00,2026-01-18 10:36:00,LOGIN_SUCCESS
LOGIN-00000287,OP-0001,GBA-L2-S40,EXEC-000287,WO-20260118-000287,ShiftType.MORNING,2026-01-18 10:20:00,2026-01-18 10:57:00,LOGIN_SUCCESS
LOGIN-00000288,OP-0034,PLT-L3-S80,EXEC-000288,WO-20260118-000288,ShiftType.MORNING,2026-01-18 10:38:00,2026-01-18 11:20:00,LOGIN_SUCCESS
LOGIN-00000289,OP-0001,GBA-L6-S40,EXEC-000289,WO-20260118-000289,ShiftType.MORNING,2026-01-18 11:00:00,2026-01-18 11:38:00,LOGIN_SUCCESS
LOGIN-00000290,OP-0022,PKG-L4-S90,EXEC-000290,WO-20260118-000290,ShiftType.MORNING,2026-01-18 11:20:00,2026-01-18 11:59:00,LOGIN_SUCCESS
LOGIN-00000291,OP-0001,PLT-L2-S80,EXEC-000291,WO-20260118-000291,ShiftType.MORNING,2026-01-18 11:37:00,2026-01-18 12:16:00,LOGIN_SUCCESS
LOGIN-00000292,OP-0053,ASM-L2-S20,EXEC-000292,WO-20260118-000292,ShiftType.MORNING,2026-01-18 11:59:00,2026-01-18 12:36:00,LOGIN_SUCCESS
LOGIN-00000293,OP-0037,HVT-L3-S70,EXEC-000293,WO-20260118-000293,ShiftType.MORNING,2026-01-18 12:15:00,2026-01-18 13:00:00,LOGIN_SUCCESS
LOGIN-00000294,OP-0003,ASM-L6-S20,EXEC-000294,WO-20260118-000294,ShiftType.MORNING,2026-01-18 12:37:00,2026-01-18 13:16:00,LOGIN_SUCCESS
LOGIN-00000295,OP-0051,VIS-L3-S50,EXEC-000295,WO-20260118-000295,ShiftType.MORNING,2026-01-18 13:03:00,2026-01-18 13:36:00,LOGIN_SUCCESS
LOGIN-00000296,OP-0022,PKG-L6-S90,EXEC-000296,WO-20260118-000296,ShiftType.MORNING,2026-01-18 13:21:00,2026-01-18 13:59:00,LOGIN_SUCCESS
