package_id,serial_number,execution_id,product_code,package_type,package_weight_kg,package_length_mm,package_width_mm,package_height_mm,packaging_start,packaging_end,packaging_status
PKG-00000494,SN-00000494,EXEC-000175,GIS-145-3150,WOODEN_CRATE,445.42,3069,1589,1802,2026-01-13 08:23:00,2026-01-13 08:25:00,READY_FOR_SHIPMENT
PKG-00000495,SN-00000495,EXEC-000175,GIS-145-3150,WOODEN_CRATE,573.31,2296,1232,1725,2026-01-13 08:23:00,2026-01-13 08:25:00,READY_FOR_SHIPMENT
PKG-00000496,SN-00000496,EXEC-000175,GIS-145-3150,WOODEN_CRATE,302.04,2703,1521,2357,2026-01-13 08:23:00,2026-01-13 08:25:00,READY_FOR_SHIPMENT
PKG-00000497,SN-00000497,EXEC-000176,GIS-072-2500,WOODEN_CRATE,285.12,2217,1620,2527,2026-01-13 08:43:00,2026-01-13 08:45:00,READY_FOR_SHIPMENT
PKG-00000498,SN-00000498,EXEC-000176,GIS-072-2500,WOODEN_CRATE,553.24,2765,1263,1782,2026-01-13 08:43:00,2026-01-13 08:45:00,READY_FOR_SHIPMENT
PKG-00000499,SN-00000499,EXEC-000176,GIS-072-2500,WOODEN_CRATE,443.03,2948,1532,2479,2026-01-13 08:43:00,2026-01-13 08:45:00,READY_FOR_SHIPMENT
PKG-00000500,SN-00000500,EXEC-000176,GIS-072-2500,WOODEN_CRATE,445.96,2442,1377,2441,2026-01-13 08:43:00,2026-01-13 08:45:00,READY_FOR_SHIPMENT
PKG-00000501,SN-00000501,EXEC-000176,GIS-072-2500,WOODEN_CRATE,612.21,2501,1759,2225,2026-01-13 08:43:00,2026-01-13 08:45:00,READY_FOR_SHIPMENT
PKG-00000502,SN-00000502,EXEC-000177,GIS-072-2500,WOODEN_CRATE,510.62,3194,1470,2491,2026-01-13 09:03:00,2026-01-13 09:05:00,READY_FOR_SHIPMENT
PKG-00000503,SN-00000503,EXEC-000177,GIS-072-2500,WOODEN_CRATE,302.67,2304,1485,2111,2026-01-13 09:03:00,2026-01-13 09:05:00,READY_FOR_SHIPMENT
PKG-00000504,SN-00000504,EXEC-000177,GIS-072-2500,WOODEN_CRATE,316.69,2409,1495,1924,2026-01-13 09:03:00,2026-01-13 09:05:00,READY_FOR_SHIPMENT
PKG-00000505,SN-00000505,EXEC-000177,GIS-072-2500,WOODEN_CRATE,516.8,2801,1524,2482,2026-01-13 09:03:00,2026-01-13 09:05:00,READY_FOR_SHIPMENT
PKG-00000506,SN-00000506,EXEC-000178,GIS-145-3150,WOODEN_CRATE,369.99,2360,1494,1749,2026-01-13 09:23:00,2026-01-13 09:25:00,READY_FOR_SHIPMENT
PKG-00000507,SN-00000507,EXEC-000178,GIS-145-3150,WOODEN_CRATE,466.6,2912,1588,2308,2026-01-13 09:23:00,2026-01-13 09:25:00,READY_FOR_SHIPMENT
PKG-00000508,SN-00000508,EXEC-000178,GIS-145-3150,WOODEN_CRATE,571.9,2099,1497,1586,2026-01-13 09:23:00,2026-01-13 09:25:00,READY_FOR_SHIPMENT
PKG-00000509,SN-00000509,EXEC-000179,GIS-245-4000,WOODEN_CRATE,343.68,1961,1554,2405,2026-01-13 09:43:00,2026-01-13 09:45:00,READY_FOR_SHIPMENT
PKG-00000510,SN-00000510,EXEC-000179,GIS-245-4000,WOODEN_CRATE,502.07,2781,1419,1913,2026-01-13 09:43:00,2026-01-13 09:45:00,READY_FOR_SHIPMENT
PKG-00000511,SN-00000511,EXEC-000179,GIS-245-4000,WOODEN_CRATE,576.02,2355,1775,2056,2026-01-13 09:43:00,2026-01-13 09:45:00,READY_FOR_SHIPMENT
PKG-00000512,SN-00000512,EXEC-000180,GIS-145-4000,WOODEN_CRATE,279.03,3060,1800,1990,2026-01-13 10:03:00,2026-01-13 10:05:00,READY_FOR_SHIPMENT
PKG-00000513,SN-00000513,EXEC-000180,GIS-145-4000,WOODEN_CRATE,324.26,3171,1743,1962,2026-01-13 10:03:00,2026-01-13 10:05:00,READY_FOR_SHIPMENT
PKG-00000514,SN-00000514,EXEC-000180,GIS-145-4000,WOODEN_CRATE,494.32,1907,1302,2346,2026-01-13 10:03:00,2026-01-13 10:05:00,READY_FOR_SHIPMENT
PKG-00000515,SN-00000515,EXEC-000181,GIS-072-2500,WOODEN_CRATE,362.03,2767,1302,1781,2026-01-13 10:23:00,2026-01-13 10:25:00,READY_FOR_SHIPMENT
PKG-00000516,SN-00000516,EXEC-000181,GIS-072-2500,WOODEN_CRATE,222.23,2927,1361,2333,2026-01-13 10:23:00,2026-01-13 10:25:00,READY_FOR_SHIPMENT
PKG-00000517,SN-00000517,EXEC-000181,GIS-072-2500,WOODEN_CRATE,500.74,2774,1688,1908,2026-01-13 10:23:00,2026-01-13 10:25:00,READY_FOR_SHIPMENT
PKG-00000518,SN-00000518,EXEC-000181,GIS-072-2500,WOODEN_CRATE,545.04,2388,1528,2084,2026-01-13 10:23:00,2026-01-13 10:25:00,READY_FOR_SHIPMENT
PKG-00000519,SN-00000519,EXEC-000182,GIS-245-4000,WOODEN_CRATE,497.74,1983,1787,1975,2026-01-13 10:43:00,2026-01-13 10:45:00,READY_FOR_SHIPMENT
PKG-00000520,SN-00000520,EXEC-000182,GIS-245-4000,WOODEN_CRATE,450.12,1876,1379,2355,2026-01-13 10:43:00,2026-01-13 10:45:00,READY_FOR_SHIPMENT
PKG-00000521,SN-00000521,EXEC-000182,GIS-245-4000,WOODEN_CRATE,599.37,2160,1237,2313,2026-01-13 10:43:00,2026-01-13 10:45:00,READY_FOR_SHIPMENT
PKG-00000522,SN-00000522,EXEC-000183,GIS-145-4000,WOODEN_CRATE,558.82,2181,1496,1576,2026-01-13 11:03:00,2026-01-13 11:05:00,READY_FOR_SHIPMENT
PKG-00000523,SN-00000523,EXEC-000183,GIS-145-4000,WOODEN_CRATE,223.98,2963,1309,2186,2026-01-13 11:03:00,2026-01-13 11:05:00,READY_FOR_SHIPMENT
PKG-00000524,SN-00000524,EXEC-000184,GIS-145-4000,WOODEN_CRATE,342.36,3113,1756,2573,2026-01-13 11:23:00,2026-01-13 11:25:00,READY_FOR_SHIPMENT
PKG-00000525,SN-00000525,EXEC-000184,GIS-145-4000,WOODEN_CRATE,432.38,2074,1716,2458,2026-01-13 11:23:00,2026-01-13 11:25:00,READY_FOR_SHIPMENT
PKG-00000526,SN-00000526,EXEC-000184,GIS-145-4000,WOODEN_CRATE,337.32,2030,1538,1832,2026-01-13 11:23:00,2026-01-13 11:25:00,READY_FOR_SHIPMENT
PKG-00000527,SN-00000527,EXEC-000185,GIS-245-3150,WOODEN_CRATE,534.38,3127,1463,1881,2026-01-13 11:43:00,2026-01-13 11:45:00,READY_FOR_SHIPMENT
PKG-00000528,SN-00000528,EXEC-000186,GIS-072-2500,WOODEN_CRATE,226.06,2490,1502,1895,2026-01-13 12:03:00,2026-01-13 12:05:00,READY_FOR_SHIPMENT
PKG-00000529,SN-00000529,EXEC-000186,GIS-072-2500,WOODEN_CRATE,295.46,3108,1615,2375,2026-01-13 12:03:00,2026-01-13 12:05:00,READY_FOR_SHIPMENT
PKG-00000530,SN-00000530,EXEC-000186,GIS-072-2500,WOODEN_CRATE,441.57,1977,1610,1695,2026-01-13 12:03:00,2026-01-13 12:05:00,READY_FOR_SHIPMENT
PKG-00000531,SN-00000531,EXEC-000186,GIS-072-2500,WOODEN_CRATE,299.46,2087,1688,2162,2026-01-13 12:03:00,2026-01-13 12:05:00,READY_FOR_SHIPMENT
PKG-00000532,SN-00000532,EXEC-000187,GIS-072-3150,WOODEN_CRATE,622.4,1813,1467,2285,2026-01-13 12:23:00,2026-01-13 12:25:00,READY_FOR_SHIPMENT
PKG-00000533,SN-00000533,EXEC-000187,GIS-072-3150,WOODEN_CRATE,321.27,2346,1537,2118,2026-01-13 12:23:00,2026-01-13 12:25:00,READY_FOR_SHIPMENT
PKG-00000534,SN-00000534,EXEC-000187,GIS-072-3150,WOODEN_CRATE,470.46,2973,1211,2035,2026-01-13 12:23:00,2026-01-13 12:25:00,READY_FOR_SHIPMENT
PKG-00000535,SN-00000535,EXEC-000187,GIS-072-3150,WOODEN_CRATE,501.08,2283,1263,1742,2026-01-13 12:23:00,2026-01-13 12:25:00,READY_FOR_SHIPMENT
PKG-00000536,SN-00000536,EXEC-000188,GIS-145-3150,WOODEN_CRATE,420.12,2127,1615,2529,2026-01-13 12:43:00,2026-01-13 12:45:00,READY_FOR_SHIPMENT
PKG-00000537,SN-00000537,EXEC-000188,GIS-145-3150,WOODEN_CRATE,616.94,2436,1320,2104,2026-01-13 12:43:00,2026-01-13 12:45:00,READY_FOR_SHIPMENT
PKG-00000538,SN-00000538,EXEC-000188,GIS-145-3150,WOODEN_CRATE,378.04,2252,1424,1773,2026-01-13 12:43:00,2026-01-13 12:45:00,READY_FOR_SHIPMENT
PKG-00000539,SN-00000539,EXEC-000189,GIS-420-5000,WOODEN_CRATE,425.62,2731,1582,2351,2026-01-13 13:03:00,2026-01-13 13:05:00,READY_FOR_SHIPMENT
PKG-00000540,SN-00000540,EXEC-000189,GIS-420-5000,WOODEN_CRATE,521.83,2764,1750,1947,2026-01-13 13:03:00,2026-01-13 13:05:00,READY_FOR_SHIPMENT
PKG-00000541,SN-00000541,EXEC-000190,GIS-072-2500,WOODEN_CRATE,547.6,3193,1283,2576,2026-01-13 13:23:00,2026-01-13 13:25:00,READY_FOR_SHIPMENT
PKG-00000542,SN-00000542,EXEC-000190,GIS-072-2500,WOODEN_CRATE,412.1,2540,1279,1729,2026-01-13 13:23:00,2026-01-13 13:25:00,READY_FOR_SHIPMENT
PKG-00000543,SN-00000543,EXEC-000190,GIS-072-2500,WOODEN_CRATE,246.56,2921,1717,1914,2026-01-13 13:23:00,2026-01-13 13:25:00,READY_FOR_SHIPMENT
PKG-00000544,SN-00000544,EXEC-000191,GIS-072-2500,WOODEN_CRATE,466.26,2106,1368,2171,2026-01-13 13:43:00,2026-01-13 13:45:00,READY_FOR_SHIPMENT
PKG-00000545,SN-00000545,EXEC-000191,GIS-072-2500,WOODEN_CRATE,587.43,2704,1319,1920,2026-01-13 13:43:00,2026-01-13 13:45:00,READY_FOR_SHIPMENT
PKG-00000546,SN-00000546,EXEC-000191,GIS-072-2500,WOODEN_CRATE,528.27,2801,1293,2545,2026-01-13 13:43:00,2026-01-13 13:45:00,READY_FOR_SHIPMENT
PKG-00000547,SN-00000547,EXEC-000191,GIS-072-2500,WOODEN_CRATE,411.56,1913,1664,1770,2026-01-13 13:43:00,2026-01-13 13:45:00,READY_FOR_SHIPMENT
PKG-00000548,SN-00000548,EXEC-000192,GIS-072-2500,WOODEN_CRATE,440.7,2735,1777,1618,2026-01-13 14:03:00,2026-01-13 14:05:00,READY_FOR_SHIPMENT
PKG-00000549,SN-00000549,EXEC-000192,GIS-072-2500,WOODEN_CRATE,460.28,3177,1515,1544,2026-01-13 14:03:00,2026-01-13 14:05:00,READY_FOR_SHIPMENT
PKG-00000550,SN-00000550,EXEC-000192,GIS-072-2500,WOODEN_CRATE,390.26,1806,1423,1649,2026-01-13 14:03:00,2026-01-13 14:05:00,READY_FOR_SHIPMENT
PKG-00000551,SN-00000551,EXEC-000192,GIS-072-2500,WOODEN_CRATE,239.47,2505,1265,1623,2026-01-13 14:03:00,2026-01-13 14:05:00,READY_FOR_SHIPMENT
PKG-00000552,SN-00000552,EXEC-000192,GIS-072-2500,WOODEN_CRATE,621.87,1941,1683,1564,2026-01-13 14:03:00,2026-01-13 14:05:00,READY_FOR_SHIPMENT
PKG-00000553,SN-00000553,EXEC-000193,GIS-420-5000,WOODEN_CRATE,343.45,2168,1338,2360,2026-01-14 07:03:00,2026-01-14 07:05:00,READY_FOR_SHIPMENT
PKG-00000554,SN-00000554,EXEC-000194,GIS-170-4000,WOODEN_CRATE,381.02,2583,1659,2273,2026-01-14 07:23:00,2026-01-14 07:25:00,READY_FOR_SHIPMENT
PKG-00000555,SN-00000555,EXEC-000194,GIS-170-4000,WOODEN_CRATE,381.53,3198,1752,1772,2026-01-14 07:23:00,2026-01-14 07:25:00,READY_FOR_SHIPMENT
PKG-00000556,SN-00000556,EXEC-000195,GIS-245-3150,WOODEN_CRATE,501.02,2512,1321,1865,2026-01-14 07:43:00,2026-01-14 07:45:00,READY_FOR_SHIPMENT
PKG-00000557,SN-00000557,EXEC-000195,GIS-245-3150,WOODEN_CRATE,646.92,2604,1741,1760,2026-01-14 07:43:00,2026-01-14 07:45:00,READY_FOR_SHIPMENT
PKG-00000558,SN-00000558,EXEC-000195,GIS-245-3150,WOODEN_CRATE,532.98,2256,1203,1546,2026-01-14 07:43:00,2026-01-14 07:45:00,READY_FOR_SHIPMENT
PKG-00000559,SN-00000559,EXEC-000196,GIS-145-4000,WOODEN_CRATE,640.75,2748,1757,2368,2026-01-14 08:03:00,2026-01-14 08:05:00,READY_FOR_SHIPMENT
PKG-00000560,SN-00000560,EXEC-000196,GIS-145-4000,WOODEN_CRATE,448.73,2270,1453,2443,2026-01-14 08:03:00,2026-01-14 08:05:00,READY_FOR_SHIPMENT
PKG-00000561,SN-00000561,EXEC-000196,GIS-145-4000,WOODEN_CRATE,368.85,2364,1393,1731,2026-01-14 08:03:00,2026-01-14 08:05:00,READY_FOR_SHIPMENT
PKG-00000562,SN-00000562,EXEC-000197,GIS-072-3150,WOODEN_CRATE,233.85,3152,1629,1532,2026-01-14 08:23:00,2026-01-14 08:25:00,READY_FOR_SHIPMENT
PKG-00000563,SN-00000563,EXEC-000197,GIS-072-3150,WOODEN_CRATE,323.49,1937,1303,1568,2026-01-14 08:23:00,2026-01-14 08:25:00,READY_FOR_SHIPMENT
PKG-00000564,SN-00000564,EXEC-000197,GIS-072-3150,WOODEN_CRATE,411.97,3176,1249,2001,2026-01-14 08:23:00,2026-01-14 08:25:00,READY_FOR_SHIPMENT
PKG-00000565,SN-00000565,EXEC-000197,GIS-072-3150,WOODEN_CRATE,538.43,2623,1649,1979,2026-01-14 08:23:00,2026-01-14 08:25:00,READY_FOR_SHIPMENT
PKG-00000566,SN-00000566,EXEC-000197,GIS-072-3150,WOODEN_CRATE,452.1,1915,1343,2531,2026-01-14 08:23:00,2026-01-14 08:25:00,READY_FOR_SHIPMENT
PKG-00000567,SN-00000567,EXEC-000198,GIS-245-3150,WOODEN_CRATE,647.2,2279,1789,2153,2026-01-14 08:43:00,2026-01-14 08:45:00,READY_FOR_SHIPMENT
PKG-00000568,SN-00000568,EXEC-000199,GIS-072-2500,WOODEN_CRATE,468.31,3177,1528,1985,2026-01-14 09:03:00,2026-01-14 09:05:00,READY_FOR_SHIPMENT
PKG-00000569,SN-00000569,EXEC-000199,GIS-072-2500,WOODEN_CRATE,349.76,2093,1733,1952,2026-01-14 09:03:00,2026-01-14 09:05:00,READY_FOR_SHIPMENT
PKG-00000570,SN-00000570,EXEC-000199,GIS-072-2500,WOODEN_CRATE,397.83,2363,1262,1858,2026-01-14 09:03:00,2026-01-14 09:05:00,READY_FOR_SHIPMENT
PKG-00000571,SN-00000571,EXEC-000200,GIS-170-4000,WOODEN_CRATE,489.18,2674,1769,2515,2026-01-14 09:23:00,2026-01-14 09:25:00,READY_FOR_SHIPMENT
PKG-00000572,SN-00000572,EXEC-000200,GIS-170-4000,WOODEN_CRATE,240.16,2505,1590,2574,2026-01-14 09:23:00,2026-01-14 09:25:00,READY_FOR_SHIPMENT
PKG-00000573,SN-00000573,EXEC-000200,GIS-170-4000,WOODEN_CRATE,357.06,2652,1618,1805,2026-01-14 09:23:00,2026-01-14 09:25:00,READY_FOR_SHIPMENT
PKG-00000574,SN-00000574,EXEC-000201,GIS-245-3150,WOODEN_CRATE,348.95,2176,1750,2469,2026-01-14 09:43:00,2026-01-14 09:45:00,READY_FOR_SHIPMENT
PKG-00000575,SN-00000575,EXEC-000202,GIS-300-4000,WOODEN_CRATE,323.62,2261,1507,1795,2026-01-14 10:03:00,2026-01-14 10:05:00,READY_FOR_SHIPMENT
PKG-00000576,SN-00000576,EXEC-000203,GIS-245-4000,WOODEN_CRATE,566.48,1918,1775,2345,2026-01-14 10:23:00,2026-01-14 10:25:00,READY_FOR_SHIPMENT
PKG-00000577,SN-00000577,EXEC-000203,GIS-245-4000,WOODEN_CRATE,636.15,2941,1742,1774,2026-01-14 10:23:00,2026-01-14 10:25:00,READY_FOR_SHIPMENT
PKG-00000578,SN-00000578,EXEC-000203,GIS-245-4000,WOODEN_CRATE,387.02,2322,1408,2176,2026-01-14 10:23:00,2026-01-14 10:25:00,READY_FOR_SHIPMENT
PKG-00000579,SN-00000579,EXEC-000204,GIS-072-2500,WOODEN_CRATE,498.08,2721,1579,1689,2026-01-14 10:43:00,2026-01-14 10:45:00,READY_FOR_SHIPMENT
PKG-00000580,SN-00000580,EXEC-000204,GIS-072-2500,WOODEN_CRATE,450.32,2190,1252,2049,2026-01-14 10:43:00,2026-01-14 10:45:00,READY_FOR_SHIPMENT
PKG-00000581,SN-00000581,EXEC-000204,GIS-072-2500,WOODEN_CRATE,382.18,3038,1240,1649,2026-01-14 10:43:00,2026-01-14 10:45:00,READY_FOR_SHIPMENT
PKG-00000582,SN-00000582,EXEC-000204,GIS-072-2500,WOODEN_CRATE,300.91,3003,1772,1944,2026-01-14 10:43:00,2026-01-14 10:45:00,READY_FOR_SHIPMENT
PKG-00000583,SN-00000583,EXEC-000204,GIS-072-2500,WOODEN_CRATE,426.14,2481,1510,1531,2026-01-14 10:43:00,2026-01-14 10:45:00,READY_FOR_SHIPMENT
PKG-00000584,SN-00000584,EXEC-000205,GIS-145-3150,WOODEN_CRATE,311.08,2189,1320,2480,2026-01-14 11:03:00,2026-01-14 11:05:00,READY_FOR_SHIPMENT
PKG-00000585,SN-00000585,EXEC-000205,GIS-145-3150,WOODEN_CRATE,613.21,3037,1409,2312,2026-01-14 11:03:00,2026-01-14 11:05:00,READY_FOR_SHIPMENT
PKG-00000586,SN-00000586,EXEC-000205,GIS-145-3150,WOODEN_CRATE,613.5,2930,1529,2079,2026-01-14 11:03:00,2026-01-14 11:05:00,READY_FOR_SHIPMENT
PKG-00000587,SN-00000587,EXEC-000206,GIS-072-2500,WOODEN_CRATE,383.68,2892,1567,2131,2026-01-14 11:23:00,2026-01-14 11:25:00,READY_FOR_SHIPMENT
PKG-00000588,SN-00000588,EXEC-000206,GIS-072-2500,WOODEN_CRATE,332.47,2850,1709,2454,2026-01-14 11:23:00,2026-01-14 11:25:00,READY_FOR_SHIPMENT
PKG-00000589,SN-00000589,EXEC-000206,GIS-072-2500,WOODEN_CRATE,262.4,2761,1527,1916,2026-01-14 11:23:00,2026-01-14 11:25:00,READY_FOR_SHIPMENT
PKG-00000590,SN-00000590,EXEC-000206,GIS-072-2500,WOODEN_CRATE,379.4,2647,1246,1953,2026-01-14 11:23:00,2026-01-14 11:25:00,READY_FOR_SHIPMENT
PKG-00000591,SN-00000591,EXEC-000206,GIS-072-2500,WOODEN_CRATE,538.74,1833,1467,2355,2026-01-14 11:23:00,2026-01-14 11:25:00,READY_FOR_SHIPMENT
PKG-00000592,SN-00000592,EXEC-000207,GIS-300-4000,WOODEN_CRATE,346.93,2201,1537,1971,2026-01-14 11:43:00,2026-01-14 11:45:00,READY_FOR_SHIPMENT
PKG-00000593,SN-00000593,EXEC-000207,GIS-300-4000,WOODEN_CRATE,383.33,2303,1711,2191,2026-01-14 11:43:00,2026-01-14 11:45:00,READY_FOR_SHIPMENT
PKG-00000594,SN-00000594,EXEC-000208,GIS-550-5000,WOODEN_CRATE,330.65,2800,1702,2443,2026-01-14 12:03:00,2026-01-14 12:05:00,READY_FOR_SHIPMENT
PKG-00000595,SN-00000595,EXEC-000209,GIS-300-4000,WOODEN_CRATE,292.34,2521,1373,1786,2026-01-14 12:23:00,2026-01-14 12:25:00,READY_FOR_SHIPMENT
PKG-00000596,SN-00000596,EXEC-000210,GIS-245-4000,WOODEN_CRATE,529.73,2800,1388,1620,2026-01-14 12:43:00,2026-01-14 12:45:00,READY_FOR_SHIPMENT
PKG-00000597,SN-00000597,EXEC-000210,GIS-245-4000,WOODEN_CRATE,445.3,1952,1249,1513,2026-01-14 12:43:00,2026-01-14 12:45:00,READY_FOR_SHIPMENT
PKG-00000598,SN-00000598,EXEC-000210,GIS-245-4000,WOODEN_CRATE,397.33,3091,1436,1639,2026-01-14 12:43:00,2026-01-14 12:45:00,READY_FOR_SHIPMENT
PKG-00000599,SN-00000599,EXEC-000211,GIS-420-4000,WOODEN_CRATE,524.08,1818,1423,2535,2026-01-15 07:03:00,2026-01-15 07:05:00,READY_FOR_SHIPMENT
PKG-00000600,SN-00000600,EXEC-000211,GIS-420-4000,WOODEN_CRATE,416.08,1923,1694,2499,2026-01-15 07:03:00,2026-01-15 07:05:00,READY_FOR_SHIPMENT
PKG-00000601,SN-00000601,EXEC-000212,GIS-300-4000,WOODEN_CRATE,226.76,2889,1764,2342,2026-01-15 07:23:00,2026-01-15 07:25:00,READY_FOR_SHIPMENT
PKG-00000602,SN-00000602,EXEC-000212,GIS-300-4000,WOODEN_CRATE,225.1,2884,1481,2597,2026-01-15 07:23:00,2026-01-15 07:25:00,READY_FOR_SHIPMENT
PKG-00000603,SN-00000603,EXEC-000213,GIS-072-3150,WOODEN_CRATE,640.32,1835,1714,2381,2026-01-15 07:43:00,2026-01-15 07:45:00,READY_FOR_SHIPMENT
PKG-00000604,SN-00000604,EXEC-000213,GIS-072-3150,WOODEN_CRATE,566.65,2167,1309,1697,2026-01-15 07:43:00,2026-01-15 07:45:00,READY_FOR_SHIPMENT
PKG-00000605,SN-00000605,EXEC-000213,GIS-072-3150,WOODEN_CRATE,445.49,2293,1396,2578,2026-01-15 07:43:00,2026-01-15 07:45:00,READY_FOR_SHIPMENT
PKG-00000606,SN-00000606,EXEC-000214,GIS-145-4000,WOODEN_CRATE,328.54,2525,1473,2312,2026-01-15 08:03:00,2026-01-15 08:05:00,READY_FOR_SHIPMENT
PKG-00000607,SN-00000607,EXEC-000214,GIS-145-4000,WOODEN_CRATE,253.98,2631,1670,1998,2026-01-15 08:03:00,2026-01-15 08:05:00,READY_FOR_SHIPMENT
PKG-00000608,SN-00000608,EXEC-000214,GIS-145-4000,WOODEN_CRATE,645.8,2262,1507,1665,2026-01-15 08:03:00,2026-01-15 08:05:00,READY_FOR_SHIPMENT
PKG-00000609,SN-00000609,EXEC-000215,GIS-245-3150,WOODEN_CRATE,501.11,3130,1232,1691,2026-01-15 08:23:00,2026-01-15 08:25:00,READY_FOR_SHIPMENT
PKG-00000610,SN-00000610,EXEC-000215,GIS-245-3150,WOODEN_CRATE,394.27,2572,1765,2474,2026-01-15 08:23:00,2026-01-15 08:25:00,READY_FOR_SHIPMENT
PKG-00000611,SN-00000611,EXEC-000216,GIS-300-4000,WOODEN_CRATE,244.13,1819,1375,1669,2026-01-15 08:43:00,2026-01-15 08:45:00,READY_FOR_SHIPMENT
PKG-00000612,SN-00000612,EXEC-000217,GIS-145-3150,WOODEN_CRATE,434.94,2688,1539,1695,2026-01-15 09:03:00,2026-01-15 09:05:00,READY_FOR_SHIPMENT
PKG-00000613,SN-00000613,EXEC-000217,GIS-145-3150,WOODEN_CRATE,604.76,1887,1435,1932,2026-01-15 09:03:00,2026-01-15 09:05:00,READY_FOR_SHIPMENT
PKG-00000614,SN-00000614,EXEC-000217,GIS-145-3150,WOODEN_CRATE,607.55,2960,1686,2055,2026-01-15 09:03:00,2026-01-15 09:05:00,READY_FOR_SHIPMENT
PKG-00000615,SN-00000615,EXEC-000218,GIS-420-4000,WOODEN_CRATE,240.02,1952,1487,1567,2026-01-15 09:23:00,2026-01-15 09:25:00,READY_FOR_SHIPMENT
PKG-00000616,SN-00000616,EXEC-000218,GIS-420-4000,WOODEN_CRATE,297.12,2444,1216,1924,2026-01-15 09:23:00,2026-01-15 09:25:00,READY_FOR_SHIPMENT
PKG-00000617,SN-00000617,EXEC-000219,GIS-145-4000,WOODEN_CRATE,472.43,2615,1278,2112,2026-01-15 09:43:00,2026-01-15 09:45:00,READY_FOR_SHIPMENT
PKG-00000618,SN-00000618,EXEC-000219,GIS-145-4000,WOODEN_CRATE,289.85,2292,1780,2296,2026-01-15 09:43:00,2026-01-15 09:45:00,READY_FOR_SHIPMENT
PKG-00000619,SN-00000619,EXEC-000220,GIS-245-3150,WOODEN_CRATE,511.13,2907,1539,2286,2026-01-15 10:03:00,2026-01-15 10:05:00,READY_FOR_SHIPMENT
PKG-00000620,SN-00000620,EXEC-000220,GIS-245-3150,WOODEN_CRATE,544.91,2086,1280,2525,2026-01-15 10:03:00,2026-01-15 10:05:00,READY_FOR_SHIPMENT
PKG-00000621,SN-00000621,EXEC-000221,GIS-072-3150,WOODEN_CRATE,540.55,2508,1254,1700,2026-01-15 10:23:00,2026-01-15 10:25:00,READY_FOR_SHIPMENT
PKG-00000622,SN-00000622,EXEC-000221,GIS-072-3150,WOODEN_CRATE,407.95,1955,1548,2312,2026-01-15 10:23:00,2026-01-15 10:25:00,READY_FOR_SHIPMENT
PKG-00000623,SN-00000623,EXEC-000221,GIS-072-3150,WOODEN_CRATE,636.64,2468,1230,2059,2026-01-15 10:23:00,2026-01-15 10:25:00,READY_FOR_SHIPMENT
PKG-00000624,SN-00000624,EXEC-000221,GIS-072-3150,WOODEN_CRATE,556.93,2722,1702,1967,2026-01-15 10:23:00,2026-01-15 10:25:00,READY_FOR_SHIPMENT
PKG-00000625,SN-00000625,EXEC-000222,GIS-145-4000,WOODEN_CRATE,373.0,2568,1642,1880,2026-01-15 10:43:00,2026-01-15 10:45:00,READY_FOR_SHIPMENT
PKG-00000626,SN-00000626,EXEC-000222,GIS-145-4000,WOODEN_CRATE,512.27,3153,1589,1675,2026-01-15 10:43:00,2026-01-15 10:45:00,READY_FOR_SHIPMENT
PKG-00000627,SN-00000627,EXEC-000223,GIS-072-3150,WOODEN_CRATE,552.03,2404,1452,1650,2026-01-15 11:03:00,2026-01-15 11:05:00,READY_FOR_SHIPMENT
PKG-00000628,SN-00000628,EXEC-000223,GIS-072-3150,WOODEN_CRATE,255.28,2115,1589,1815,2026-01-15 11:03:00,2026-01-15 11:05:00,READY_FOR_SHIPMENT
PKG-00000629,SN-00000629,EXEC-000223,GIS-072-3150,WOODEN_CRATE,538.05,2448,1569,1718,2026-01-15 11:03:00,2026-01-15 11:05:00,READY_FOR_SHIPMENT
PKG-00000630,SN-00000630,EXEC-000223,GIS-072-3150,WOODEN_CRATE,259.35,2431,1655,2237,2026-01-15 11:03:00,2026-01-15 11:05:00,READY_FOR_SHIPMENT
PKG-00000631,SN-00000631,EXEC-000223,GIS-072-3150,WOODEN_CRATE,547.38,2009,1335,1678,2026-01-15 11:03:00,2026-01-15 11:05:00,READY_FOR_SHIPMENT
PKG-00000632,SN-00000632,EXEC-000224,GIS-245-3150,WOODEN_CRATE,300.58,2719,1770,2549,2026-01-15 11:23:00,2026-01-15 11:25:00,READY_FOR_SHIPMENT
PKG-00000633,SN-00000633,EXEC-000224,GIS-245-3150,WOODEN_CRATE,395.46,1853,1291,2224,2026-01-15 11:23:00,2026-01-15 11:25:00,READY_FOR_SHIPMENT
PKG-00000634,SN-00000634,EXEC-000225,GIS-145-4000,WOODEN_CRATE,458.31,3022,1532,2288,2026-01-15 11:43:00,2026-01-15 11:45:00,READY_FOR_SHIPMENT
PKG-00000635,SN-00000635,EXEC-000225,GIS-145-4000,WOODEN_CRATE,225.31,2647,1597,1673,2026-01-15 11:43:00,2026-01-15 11:45:00,READY_FOR_SHIPMENT
PKG-00000636,SN-00000636,EXEC-000225,GIS-145-4000,WOODEN_CRATE,531.68,2945,1448,2567,2026-01-15 11:43:00,2026-01-15 11:45:00,READY_FOR_SHIPMENT
