press_operation_id,serial_number,execution_id,work_order_id,operation_number,operation_name,machine_id,tool_id,operator_id,press_program_id,operation_start,operation_end,target_force_kn,actual_force_kn,force_deviation_kn,displacement_mm,cycle_time_sec,quality_result
POP-00001536,SN-00000384,EXEC-000138,WO-20260111-000138,4,PRESS_FIT_4,PF-L3-S10,TL-GBA-013,OP-0036,PP-0004,2026-01-11 09:47:43,2026-01-11 09:48:18,145.0,148.48,3.48,25.0,35,QualityResult.PASS
POP-00001537,SN-00000385,EXEC-000138,WO-20260111-000138,1,PRESS_FIT_1,PF-L4-S10,TL-GBA-031,OP-0071,PP-0001,2026-01-11 09:45:00,2026-01-11 09:45:35,145.0,147.13,2.13,25.0,35,QualityResult.PASS
POP-00001538,SN-00000385,EXEC-000138,WO-20260111-000138,2,PRESS_FIT_2,PF-L1-S10,TL-MOT-006,OP-0049,PP-0002,2026-01-11 09:45:45,2026-01-11 09:46:20,145.0,144.32,-0.68,25.0,35,QualityResult.PASS
POP-00001539,SN-00000385,EXEC-000138,WO-20260111-000138,3,PRESS_FIT_3,PF-L4-S10,TL-ASM-029,OP-0064,PP-0003,2026-01-11 09:46:50,2026-01-11 09:47:25,145.0,144.86,-0.14,25.0,35,QualityResult.PASS
POP-00001540,SN-00000385,EXEC-000138,WO-20260111-000138,4,PRESS_FIT_4,PF-L1-S10,TL-DTA-030,OP-0036,PP-0004,2026-01-11 09:47:54,2026-01-11 09:48:29,145.0,148.15,3.15,25.0,35,QualityResult.PASS
POP-00001541,SN-00000386,EXEC-000138,WO-20260111-000138,1,PRESS_FIT_1,PF-L1-S10,TL-PLT-035,OP-0006,PP-0001,2026-01-11 09:45:00,2026-01-11 09:45:35,145.0,148.01,3.01,25.0,35,QualityResult.PASS
POP-00001542,SN-00000386,EXEC-000138,WO-20260111-000138,2,PRESS_FIT_2,PF-L6-S10,TL-MOT-015,OP-0035,PP-0002,2026-01-11 09:46:08,2026-01-11 09:46:43,145.0,146.64,1.64,25.0,35,QualityResult.PASS
POP-00001543,SN-00000386,EXEC-000138,WO-20260111-000138,3,PRESS_FIT_3,PF-L2-S10,TL-PKG-009,OP-0036,PP-0003,2026-01-11 09:47:20,2026-01-11 09:47:55,145.0,145.7,0.7,25.0,35,QualityResult.PASS
POP-00001544,SN-00000386,EXEC-000138,WO-20260111-000138,4,PRESS_FIT_4,PF-L5-S10,TL-MOT-033,OP-0056,PP-0004,2026-01-11 09:48:11,2026-01-11 09:48:46,145.0,145.62,0.62,25.0,35,QualityResult.PASS
POP-00001545,SN-00000387,EXEC-000138,WO-20260111-000138,1,PRESS_FIT_1,PF-L4-S10,TL-PF-037,OP-0069,PP-0001,2026-01-11 09:45:00,2026-01-11 09:45:35,145.0,146.29,1.29,25.0,35,QualityResult.PASS
POP-00001546,SN-00000387,EXEC-000138,WO-20260111-000138,2,PRESS_FIT_2,PF-L3-S10,TL-VIS-005,OP-0050,PP-0002,2026-01-11 09:46:13,2026-01-11 09:46:48,145.0,144.82,-0.18,25.0,35,QualityResult.PASS
POP-00001547,SN-00000387,EXEC-000138,WO-20260111-000138,3,PRESS_FIT_3,PF-L2-S10,TL-PLT-008,OP-0059,PP-0003,2026-01-11 09:47:27,2026-01-11 09:48:02,145.0,146.58,1.58,25.0,35,QualityResult.PASS
POP-00001548,SN-00000387,EXEC-000138,WO-20260111-000138,4,PRESS_FIT_4,PF-L1-S10,TL-ASM-020,OP-0013,PP-0004,2026-01-11 09:48:25,2026-01-11 09:49:00,145.0,143.52,-1.48,25.0,35,QualityResult.PASS
POP-00001549,SN-00000388,EXEC-000138,WO-20260111-000138,1,PRESS_FIT_1,PF-L6-S10,TL-PLT-035,OP-0007,PP-0001,2026-01-11 09:45:00,2026-01-11 09:45:35,145.0,142.92,-2.08,25.0,35,QualityResult.PASS
POP-00001550,SN-00000388,EXEC-000138,WO-20260111-000138,2,PRESS_FIT_2,PF-L1-S10,TL-PLT-053,OP-0072,PP-0002,2026-01-11 09:46:10,2026-01-11 09:46:45,145.0,144.15,-0.85,25.0,35,QualityResult.PASS
POP-00001551,SN-00000388,EXEC-000138,WO-20260111-000138,3,PRESS_FIT_3,PF-L5-S10,TL-GBA-022,OP-0028,PP-0003,2026-01-11 09:47:10,2026-01-11 09:47:45,145.0,142.72,-2.28,25.0,35,QualityResult.PASS
POP-00001552,SN-00000388,EXEC-000138,WO-20260111-000138,4,PRESS_FIT_4,PF-L3-S10,TL-PKG-018,OP-0072,PP-0004,2026-01-11 09:48:23,2026-01-11 09:48:58,145.0,144.56,-0.44,25.0,35,QualityResult.PASS
POP-00001553,SN-00000389,EXEC-000139,WO-20260111-000139,1,PRESS_FIT_1,PF-L2-S10,TL-VIS-005,OP-0004,PP-0017,2026-01-11 10:05:00,2026-01-11 10:05:43,162.0,159.09,-2.91,25.0,43,QualityResult.PASS
POP-00001554,SN-00000389,EXEC-000139,WO-20260111-000139,2,PRESS_FIT_2,PF-L5-S10,TL-PLT-026,OP-0063,PP-0018,2026-01-11 10:05:54,2026-01-11 10:06:37,162.0,159.0,-3.0,25.0,43,QualityResult.PASS
POP-00001555,SN-00000389,EXEC-000139,WO-20260111-000139,3,PRESS_FIT_3,PF-L4-S10,TL-GBA-013,OP-0047,PP-0019,2026-01-11 10:07:04,2026-01-11 10:07:47,162.0,165.35,3.35,25.0,43,QualityResult.PASS
POP-00001556,SN-00000389,EXEC-000139,WO-20260111-000139,4,PRESS_FIT_4,PF-L5-S10,TL-PKG-018,OP-0017,PP-0020,2026-01-11 10:08:05,2026-01-11 10:08:48,162.0,164.96,2.96,25.0,43,QualityResult.PASS
POP-00001557,SN-00000390,EXEC-000139,WO-20260111-000139,1,PRESS_FIT_1,PF-L3-S10,TL-VIS-005,OP-0036,PP-0017,2026-01-11 10:05:00,2026-01-11 10:05:43,162.0,162.79,0.79,25.0,43,QualityResult.PASS
POP-00001558,SN-00000390,EXEC-000139,WO-20260111-000139,2,PRESS_FIT_2,PF-L6-S10,TL-HVT-016,OP-0068,PP-0018,2026-01-11 10:05:53,2026-01-11 10:06:36,162.0,160.88,-1.12,25.0,43,QualityResult.PASS
POP-00001559,SN-00000390,EXEC-000139,WO-20260111-000139,3,PRESS_FIT_3,PF-L2-S10,TL-PF-010,OP-0060,PP-0019,2026-01-11 10:07:14,2026-01-11 10:07:57,162.0,161.46,-0.54,25.0,43,QualityResult.PASS
POP-00001560,SN-00000390,EXEC-000139,WO-20260111-000139,4,PRESS_FIT_4,PF-L4-S10,TL-MOT-015,OP-0038,PP-0020,2026-01-11 10:08:11,2026-01-11 10:08:54,162.0,158.54,-3.46,25.0,43,QualityResult.PASS
POP-00001561,SN-00000391,EXEC-000140,WO-20260111-000140,1,PRESS_FIT_1,PF-L4-S10,TL-MOT-051,OP-0058,PP-0009,2026-01-11 10:25:00,2026-01-11 10:25:40,155.0,156.5,1.5,25.0,40,QualityResult.PASS
POP-00001562,SN-00000391,EXEC-000140,WO-20260111-000140,2,PRESS_FIT_2,PF-L6-S10,TL-HVT-052,OP-0057,PP-0010,2026-01-11 10:26:08,2026-01-11 10:26:48,155.0,153.81,-1.19,25.0,40,QualityResult.PASS
POP-00001563,SN-00000391,EXEC-000140,WO-20260111-000140,3,PRESS_FIT_3,PF-L1-S10,TL-GBA-022,OP-0052,PP-0011,2026-01-11 10:27:17,2026-01-11 10:27:57,155.0,154.46,-0.54,25.0,40,QualityResult.PASS
POP-00001564,SN-00000391,EXEC-000140,WO-20260111-000140,4,PRESS_FIT_4,PF-L2-S10,TL-GBA-049,OP-0019,PP-0012,2026-01-11 10:28:26,2026-01-11 10:29:06,155.0,155.83,0.83,25.0,40,QualityResult.PASS
POP-00001565,SN-00000392,EXEC-000140,WO-20260111-000140,1,PRESS_FIT_1,PF-L3-S10,TL-DTA-012,OP-0022,PP-0009,2026-01-11 10:25:00,2026-01-11 10:25:40,155.0,151.78,-3.22,25.0,40,QualityResult.PASS
POP-00001566,SN-00000392,EXEC-000140,WO-20260111-000140,2,PRESS_FIT_2,PF-L5-S10,TL-PLT-053,OP-0035,PP-0010,2026-01-11 10:26:02,2026-01-11 10:26:42,155.0,156.25,1.25,25.0,40,QualityResult.PASS
POP-00001567,SN-00000392,EXEC-000140,WO-20260111-000140,3,PRESS_FIT_3,PF-L1-S10,TL-ASM-038,OP-0057,PP-0011,2026-01-11 10:27:13,2026-01-11 10:27:53,155.0,156.31,1.31,25.0,40,QualityResult.PASS
POP-00001568,SN-00000392,EXEC-000140,WO-20260111-000140,4,PRESS_FIT_4,PF-L6-S10,TL-DTA-021,OP-0001,PP-0012,2026-01-11 10:28:25,2026-01-11 10:29:05,155.0,151.5,-3.5,25.0,40,QualityResult.PASS
POP-00001569,SN-00000393,EXEC-000140,WO-20260111-000140,1,PRESS_FIT_1,PF-L5-S10,TL-GBA-013,OP-0023,PP-0009,2026-01-11 10:25:00,2026-01-11 10:25:40,155.0,158.42,3.42,25.0,40,QualityResult.PASS
POP-00001570,SN-00000393,EXEC-000140,WO-20260111-000140,2,PRESS_FIT_2,PF-L3-S10,TL-VIS-014,OP-0067,PP-0010,2026-01-11 10:26:10,2026-01-11 10:26:50,155.0,152.0,-3.0,25.0,40,QualityResult.PASS
POP-00001571,SN-00000393,EXEC-000140,WO-20260111-000140,3,PRESS_FIT_3,PF-L2-S10,TL-GBA-004,OP-0028,PP-0011,2026-01-11 10:27:28,2026-01-11 10:28:08,155.0,154.02,-0.98,25.0,40,QualityResult.PASS
POP-00001572,SN-00000393,EXEC-000140,WO-20260111-000140,4,PRESS_FIT_4,PF-L1-S10,TL-GBA-013,OP-0070,PP-0012,2026-01-11 10:28:28,2026-01-11 10:29:08,155.0,154.64,-0.36,25.0,40,QualityResult.PASS
POP-00001573,SN-00000394,EXEC-000141,WO-20260111-000141,1,PRESS_FIT_1,PF-L6-S10,TL-GBA-013,OP-0027,PP-0009,2026-01-11 10:45:00,2026-01-11 10:45:40,155.0,154.62,-0.38,25.0,40,QualityResult.PASS
POP-00001574,SN-00000394,EXEC-000141,WO-20260111-000141,2,PRESS_FIT_2,PF-L1-S10,TL-PF-046,OP-0018,PP-0010,2026-01-11 10:45:59,2026-01-11 10:46:39,155.0,153.17,-1.83,25.0,40,QualityResult.PASS
POP-00001575,SN-00000394,EXEC-000141,WO-20260111-000141,3,PRESS_FIT_3,PF-L3-S10,TL-PLT-044,OP-0024,PP-0011,2026-01-11 10:47:16,2026-01-11 10:47:56,155.0,157.68,2.68,25.0,40,QualityResult.PASS
POP-00001576,SN-00000394,EXEC-000141,WO-20260111-000141,4,PRESS_FIT_4,PF-L3-S10,TL-PLT-026,OP-0058,PP-0012,2026-01-11 10:48:09,2026-01-11 10:48:49,155.0,153.11,-1.89,25.0,40,QualityResult.PASS
POP-00001577,SN-00000395,EXEC-000141,WO-20260111-000141,1,PRESS_FIT_1,PF-L4-S10,TL-HVT-007,OP-0039,PP-0009,2026-01-11 10:45:00,2026-01-11 10:45:40,155.0,154.47,-0.53,25.0,40,QualityResult.PASS
POP-00001578,SN-00000395,EXEC-000141,WO-20260111-000141,2,PRESS_FIT_2,PF-L3-S10,TL-MOT-033,OP-0031,PP-0010,2026-01-11 10:45:58,2026-01-11 10:46:38,155.0,151.61,-3.39,25.0,40,QualityResult.PASS
POP-00001579,SN-00000395,EXEC-000141,WO-20260111-000141,3,PRESS_FIT_3,PF-L6-S10,TL-MOT-033,OP-0051,PP-0011,2026-01-11 10:47:04,2026-01-11 10:47:44,155.0,157.64,2.64,25.0,40,QualityResult.PASS
POP-00001580,SN-00000395,EXEC-000141,WO-20260111-000141,4,PRESS_FIT_4,PF-L2-S10,TL-PF-046,OP-0057,PP-0012,2026-01-11 10:48:11,2026-01-11 10:48:51,155.0,154.75,-0.25,25.0,40,QualityResult.PASS
POP-00001581,SN-00000396,EXEC-000141,WO-20260111-000141,1,PRESS_FIT_1,PF-L5-S10,TL-PF-028,OP-0024,PP-0009,2026-01-11 10:45:00,2026-01-11 10:45:40,155.0,156.27,1.27,25.0,40,QualityResult.PASS
POP-00001582,SN-00000396,EXEC-000141,WO-20260111-000141,2,PRESS_FIT_2,PF-L6-S10,TL-PF-037,OP-0022,PP-0010,2026-01-11 10:46:09,2026-01-11 10:46:49,155.0,157.28,2.28,25.0,40,QualityResult.PASS
POP-00001583,SN-00000396,EXEC-000141,WO-20260111-000141,3,PRESS_FIT_3,PF-L3-S10,TL-VIS-032,OP-0031,PP-0011,2026-01-11 10:47:17,2026-01-11 10:47:57,155.0,155.5,0.5,25.0,40,QualityResult.PASS
POP-00001584,SN-00000396,EXEC-000141,WO-20260111-000141,4,PRESS_FIT_4,PF-L4-S10,TL-HVT-034,OP-0056,PP-0012,2026-01-11 10:48:08,2026-01-11 10:48:48,155.0,155.12,0.12,25.0,40,QualityResult.PASS
POP-00001585,SN-00000397,EXEC-000141,WO-20260111-000141,1,PRESS_FIT_1,PF-L1-S10,TL-HVT-043,OP-0007,PP-0009,2026-01-11 10:45:00,2026-01-11 10:45:40,155.0,156.19,1.19,25.0,40,QualityResult.PASS
POP-00001586,SN-00000397,EXEC-000141,WO-20260111-000141,2,PRESS_FIT_2,PF-L3-S10,TL-ASM-047,OP-0011,PP-0010,2026-01-11 10:46:10,2026-01-11 10:46:50,155.0,153.28,-1.72,25.0,40,QualityResult.PASS
POP-00001587,SN-00000397,EXEC-000141,WO-20260111-000141,3,PRESS_FIT_3,PF-L4-S10,TL-ASM-038,OP-0034,PP-0011,2026-01-11 10:47:02,2026-01-11 10:47:42,155.0,153.02,-1.98,25.0,40,QualityResult.PASS
POP-00001588,SN-00000397,EXEC-000141,WO-20260111-000141,4,PRESS_FIT_4,PF-L1-S10,TL-DTA-030,OP-0029,PP-0012,2026-01-11 10:48:18,2026-01-11 10:48:58,155.0,153.43,-1.57,25.0,40,QualityResult.PASS
POP-00001589,SN-00000398,EXEC-000142,WO-20260111-000142,1,PRESS_FIT_1,PF-L1-S10,TL-PLT-053,OP-0028,PP-0001,2026-01-11 11:05:00,2026-01-11 11:05:35,145.0,144.2,-0.8,25.0,35,QualityResult.PASS
POP-00001590,SN-00000398,EXEC-000142,WO-20260111-000142,2,PRESS_FIT_2,PF-L6-S10,TL-PF-037,OP-0044,PP-0002,2026-01-11 11:05:57,2026-01-11 11:06:32,145.0,145.52,0.52,25.0,35,QualityResult.PASS
POP-00001591,SN-00000398,EXEC-000142,WO-20260111-000142,3,PRESS_FIT_3,PF-L2-S10,TL-PF-037,OP-0021,PP-0003,2026-01-11 11:06:43,2026-01-11 11:07:18,145.0,142.34,-2.66,25.0,35,QualityResult.PASS
POP-00001592,SN-00000398,EXEC-000142,WO-20260111-000142,4,PRESS_FIT_4,PF-L6-S10,TL-HVT-034,OP-0055,PP-0004,2026-01-11 11:07:41,2026-01-11 11:08:16,145.0,147.77,2.77,25.0,35,QualityResult.PASS
POP-00001593,SN-00000399,EXEC-000142,WO-20260111-000142,1,PRESS_FIT_1,PF-L6-S10,TL-GBA-013,OP-0010,PP-0001,2026-01-11 11:05:00,2026-01-11 11:05:35,145.0,148.22,3.22,25.0,35,QualityResult.PASS
POP-00001594,SN-00000399,EXEC-000142,WO-20260111-000142,2,PRESS_FIT_2,PF-L1-S10,TL-MOT-006,OP-0039,PP-0002,2026-01-11 11:06:15,2026-01-11 11:06:50,145.0,145.99,0.99,25.0,35,QualityResult.PASS
POP-00001595,SN-00000399,EXEC-000142,WO-20260111-000142,3,PRESS_FIT_3,PF-L1-S10,TL-HVT-034,OP-0063,PP-0003,2026-01-11 11:07:02,2026-01-11 11:07:37,145.0,146.5,1.5,25.0,35,QualityResult.PASS
POP-00001596,SN-00000399,EXEC-000142,WO-20260111-000142,4,PRESS_FIT_4,PF-L6-S10,TL-PF-019,OP-0042,PP-0004,2026-01-11 11:07:48,2026-01-11 11:08:23,145.0,143.23,-1.77,25.0,35,QualityResult.PASS
POP-00001597,SN-00000400,EXEC-000142,WO-20260111-000142,1,PRESS_FIT_1,PF-L5-S10,TL-PF-010,OP-0044,PP-0001,2026-01-11 11:05:00,2026-01-11 11:05:35,145.0,141.96,-3.04,25.0,35,QualityResult.PASS
POP-00001598,SN-00000400,EXEC-000142,WO-20260111-000142,2,PRESS_FIT_2,PF-L3-S10,TL-MOT-006,OP-0003,PP-0002,2026-01-11 11:05:51,2026-01-11 11:06:26,145.0,143.51,-1.49,25.0,35,QualityResult.PASS
POP-00001599,SN-00000400,EXEC-000142,WO-20260111-000142,3,PRESS_FIT_3,PF-L2-S10,TL-HVT-034,OP-0033,PP-0003,2026-01-11 11:06:55,2026-01-11 11:07:30,145.0,144.39,-0.61,25.0,35,QualityResult.PASS
POP-00001600,SN-00000400,EXEC-000142,WO-20260111-000142,4,PRESS_FIT_4,PF-L4-S10,TL-MOT-015,OP-0039,PP-0004,2026-01-11 11:08:09,2026-01-11 11:08:44,145.0,141.66,-3.34,25.0,35,QualityResult.PASS
POP-00001601,SN-00000401,EXEC-000142,WO-20260111-000142,1,PRESS_FIT_1,PF-L4-S10,TL-PLT-017,OP-0060,PP-0001,2026-01-11 11:05:00,2026-01-11 11:05:35,145.0,143.51,-1.49,25.0,35,QualityResult.PASS
POP-00001602,SN-00000401,EXEC-000142,WO-20260111-000142,2,PRESS_FIT_2,PF-L1-S10,TL-PLT-053,OP-0018,PP-0002,2026-01-11 11:06:10,2026-01-11 11:06:45,145.0,144.96,-0.04,25.0,35,QualityResult.PASS
POP-00001603,SN-00000401,EXEC-000142,WO-20260111-000142,3,PRESS_FIT_3,PF-L1-S10,TL-PF-019,OP-0055,PP-0003,2026-01-11 11:06:58,2026-01-11 11:07:33,145.0,146.3,1.3,25.0,35,QualityResult.PASS
POP-00001604,SN-00000401,EXEC-000142,WO-20260111-000142,4,PRESS_FIT_4,PF-L1-S10,TL-VIS-014,OP-0012,PP-0004,2026-01-11 11:08:11,2026-01-11 11:08:46,145.0,142.85,-2.15,25.0,35,QualityResult.PASS
POP-00001605,SN-00000402,EXEC-000143,WO-20260111-000143,1,PRESS_FIT_1,PF-L2-S10,TL-PLT-053,OP-0049,PP-0009,2026-01-11 11:25:00,2026-01-11 11:25:40,155.0,151.98,-3.02,25.0,40,QualityResult.PASS
POP-00001606,SN-00000402,EXEC-000143,WO-20260111-000143,2,PRESS_FIT_2,PF-L3-S10,TL-GBA-004,OP-0068,PP-0010,2026-01-11 11:26:17,2026-01-11 11:26:57,155.0,157.32,2.32,25.0,40,QualityResult.PASS
POP-00001607,SN-00000402,EXEC-000143,WO-20260111-000143,3,PRESS_FIT_3,PF-L4-S10,TL-PKG-054,OP-0009,PP-0011,2026-01-11 11:27:19,2026-01-11 11:27:59,155.0,155.01,0.01,25.0,40,QualityResult.PASS
POP-00001608,SN-00000402,EXEC-000143,WO-20260111-000143,4,PRESS_FIT_4,PF-L1-S10,TL-PKG-045,OP-0027,PP-0012,2026-01-11 11:28:20,2026-01-11 11:29:00,155.0,157.09,2.09,25.0,40,QualityResult.PASS
POP-00001609,SN-00000403,EXEC-000143,WO-20260111-000143,1,PRESS_FIT_1,PF-L6-S10,TL-MOT-051,OP-0048,PP-0009,2026-01-11 11:25:00,2026-01-11 11:25:40,155.0,152.0,-3.0,25.0,40,QualityResult.PASS
POP-00001610,SN-00000403,EXEC-000143,WO-20260111-000143,2,PRESS_FIT_2,PF-L4-S10,TL-GBA-040,OP-0072,PP-0010,2026-01-11 11:26:02,2026-01-11 11:26:42,155.0,158.07,3.07,25.0,40,QualityResult.PASS
POP-00001611,SN-00000403,EXEC-000143,WO-20260111-000143,3,PRESS_FIT_3,PF-L2-S10,TL-PLT-026,OP-0039,PP-0011,2026-01-11 11:27:21,2026-01-11 11:28:01,155.0,156.89,1.89,25.0,40,QualityResult.PASS
POP-00001612,SN-00000403,EXEC-000143,WO-20260111-000143,4,PRESS_FIT_4,PF-L1-S10,TL-DTA-048,OP-0026,PP-0012,2026-01-11 11:28:38,2026-01-11 11:29:18,155.0,156.79,1.79,25.0,40,QualityResult.PASS
POP-00001613,SN-00000404,EXEC-000143,WO-20260111-000143,1,PRESS_FIT_1,PF-L3-S10,TL-VIS-005,OP-0053,PP-0009,2026-01-11 11:25:00,2026-01-11 11:25:40,155.0,154.19,-0.81,25.0,40,QualityResult.PASS
POP-00001614,SN-00000404,EXEC-000143,WO-20260111-000143,2,PRESS_FIT_2,PF-L3-S10,TL-HVT-034,OP-0032,PP-0010,2026-01-11 11:26:05,2026-01-11 11:26:45,155.0,157.55,2.55,25.0,40,QualityResult.PASS
POP-00001615,SN-00000404,EXEC-000143,WO-20260111-000143,3,PRESS_FIT_3,PF-L4-S10,TL-HVT-034,OP-0030,PP-0011,2026-01-11 11:27:21,2026-01-11 11:28:01,155.0,152.62,-2.38,25.0,40,QualityResult.PASS
POP-00001616,SN-00000404,EXEC-000143,WO-20260111-000143,4,PRESS_FIT_4,PF-L1-S10,TL-ASM-020,OP-0044,PP-0012,2026-01-11 11:28:20,2026-01-11 11:29:00,155.0,153.38,-1.62,25.0,40,QualityResult.PASS
POP-00001617,SN-00000405,EXEC-000143,WO-20260111-000143,1,PRESS_FIT_1,PF-L3-S10,TL-MOT-015,OP-0062,PP-0009,2026-01-11 11:25:00,2026-01-11 11:25:40,155.0,153.93,-1.07,25.0,40,QualityResult.PASS
POP-00001618,SN-00000405,EXEC-000143,WO-20260111-000143,2,PRESS_FIT_2,PF-L3-S10,TL-PF-028,OP-0032,PP-0010,2026-01-11 11:26:15,2026-01-11 11:26:55,155.0,155.66,0.66,25.0,40,QualityResult.PASS
POP-00001619,SN-00000405,EXEC-000143,WO-20260111-000143,3,PRESS_FIT_3,PF-L3-S10,TL-PLT-035,OP-0047,PP-0011,2026-01-11 11:27:08,2026-01-11 11:27:48,155.0,152.81,-2.19,25.0,40,QualityResult.PASS
POP-00001620,SN-00000405,EXEC-000143,WO-20260111-000143,4,PRESS_FIT_4,PF-L4-S10,TL-GBA-031,OP-0040,PP-0012,2026-01-11 11:28:12,2026-01-11 11:28:52,155.0,153.68,-1.32,25.0,40,QualityResult.PASS
POP-00001621,SN-00000406,EXEC-000144,WO-20260111-000144,1,PRESS_FIT_1,PF-L3-S10,TL-VIS-023,OP-0016,PP-0017,2026-01-11 11:45:00,2026-01-11 11:45:43,162.0,160.13,-1.87,25.0,43,QualityResult.PASS
POP-00001622,SN-00000406,EXEC-000144,WO-20260111-000144,2,PRESS_FIT_2,PF-L2-S10,TL-ASM-002,OP-0032,PP-0018,2026-01-11 11:46:00,2026-01-11 11:46:43,162.0,160.02,-1.98,25.0,43,QualityResult.PASS
POP-00001623,SN-00000406,EXEC-000144,WO-20260111-000144,3,PRESS_FIT_3,PF-L6-S10,TL-GBA-040,OP-0016,PP-0019,2026-01-11 11:46:55,2026-01-11 11:47:38,162.0,162.64,0.64,25.0,43,QualityResult.PASS
POP-00001624,SN-00000406,EXEC-000144,WO-20260111-000144,4,PRESS_FIT_4,PF-L5-S10,TL-MOT-051,OP-0021,PP-0020,2026-01-11 11:47:50,2026-01-11 11:48:33,162.0,160.09,-1.91,25.0,43,QualityResult.PASS
POP-00001625,SN-00000407,EXEC-000144,WO-20260111-000144,1,PRESS_FIT_1,PF-L2-S10,TL-ASM-029,OP-0072,PP-0017,2026-01-11 11:45:00,2026-01-11 11:45:43,162.0,162.7,0.7,25.0,43,QualityResult.PASS
POP-00001626,SN-00000407,EXEC-000144,WO-20260111-000144,2,PRESS_FIT_2,PF-L3-S10,TL-ASM-029,OP-0037,PP-0018,2026-01-11 11:46:10,2026-01-11 11:46:53,162.0,164.43,2.43,25.0,43,QualityResult.PASS
POP-00001627,SN-00000407,EXEC-000144,WO-20260111-000144,3,PRESS_FIT_3,PF-L4-S10,TL-MOT-042,OP-0012,PP-0019,2026-01-11 11:47:12,2026-01-11 11:47:55,162.0,159.17,-2.83,25.0,43,QualityResult.PASS
POP-00001628,SN-00000407,EXEC-000144,WO-20260111-000144,4,PRESS_FIT_4,PF-L3-S10,TL-ASM-002,OP-0019,PP-0020,2026-01-11 11:48:32,2026-01-11 11:49:15,162.0,159.18,-2.82,25.0,43,QualityResult.PASS
POP-00001629,SN-00000408,EXEC-000144,WO-20260111-000144,1,PRESS_FIT_1,PF-L5-S10,TL-VIS-050,OP-0035,PP-0017,2026-01-11 11:45:00,2026-01-11 11:45:43,162.0,160.91,-1.09,25.0,43,QualityResult.PASS
POP-00001630,SN-00000408,EXEC-000144,WO-20260111-000144,2,PRESS_FIT_2,PF-L4-S10,TL-GBA-031,OP-0038,PP-0018,2026-01-11 11:46:04,2026-01-11 11:46:47,162.0,162.04,0.04,25.0,43,QualityResult.PASS
POP-00001631,SN-00000408,EXEC-000144,WO-20260111-000144,3,PRESS_FIT_3,PF-L4-S10,TL-HVT-043,OP-0027,PP-0019,2026-01-11 11:47:13,2026-01-11 11:47:56,162.0,162.66,0.66,25.0,43,QualityResult.PASS
POP-00001632,SN-00000408,EXEC-000144,WO-20260111-000144,4,PRESS_FIT_4,PF-L4-S10,TL-PKG-027,OP-0013,PP-0020,2026-01-11 11:48:19,2026-01-11 11:49:02,162.0,161.22,-0.78,25.0,43,QualityResult.PASS
POP-00001633,SN-00000409,EXEC-000145,WO-20260111-000145,1,PRESS_FIT_1,PF-L5-S10,TL-PF-010,OP-0060,PP-0029,2026-01-11 12:05:00,2026-01-11 12:05:50,175.0,174.96,-0.04,25.0,50,QualityResult.PASS
POP-00001634,SN-00000409,EXEC-000145,WO-20260111-000145,2,PRESS_FIT_2,PF-L4-S10,TL-PLT-044,OP-0019,PP-0030,2026-01-11 12:06:30,2026-01-11 12:07:20,175.0,171.63,-3.37,25.0,50,QualityResult.PASS
POP-00001635,SN-00000409,EXEC-000145,WO-20260111-000145,3,PRESS_FIT_3,PF-L1-S10,TL-DTA-030,OP-0021,PP-0031,2026-01-11 12:08:00,2026-01-11 12:08:50,175.0,175.76,0.76,25.0,50,QualityResult.PASS
POP-00001636,SN-00000409,EXEC-000145,WO-20260111-000145,4,PRESS_FIT_4,PF-L4-S10,TL-PLT-026,OP-0057,PP-0032,2026-01-11 12:09:14,2026-01-11 12:10:04,175.0,177.53,2.53,25.0,50,QualityResult.PASS
POP-00001637,SN-00000410,EXEC-000145,WO-20260111-000145,1,PRESS_FIT_1,PF-L2-S10,TL-DTA-012,OP-0065,PP-0029,2026-01-11 12:05:00,2026-01-11 12:05:50,175.0,173.99,-1.01,25.0,50,QualityResult.PASS
POP-00001638,SN-00000410,EXEC-000145,WO-20260111-000145,2,PRESS_FIT_2,PF-L4-S10,TL-PLT-008,OP-0055,PP-0030,2026-01-11 12:06:17,2026-01-11 12:07:07,175.0,173.88,-1.12,25.0,50,QualityResult.PASS
POP-00001639,SN-00000410,EXEC-000145,WO-20260111-000145,3,PRESS_FIT_3,PF-L4-S10,TL-HVT-034,OP-0014,PP-0031,2026-01-11 12:07:27,2026-01-11 12:08:17,175.0,177.07,2.07,25.0,50,QualityResult.PASS
POP-00001640,SN-00000410,EXEC-000145,WO-20260111-000145,4,PRESS_FIT_4,PF-L6-S10,TL-DTA-021,OP-0036,PP-0032,2026-01-11 12:08:41,2026-01-11 12:09:31,175.0,176.89,1.89,25.0,50,QualityResult.PASS
POP-00001641,SN-00000411,EXEC-000146,WO-20260111-000146,1,PRESS_FIT_1,PF-L4-S10,TL-DTA-012,OP-0046,PP-0009,2026-01-11 12:25:00,2026-01-11 12:25:40,155.0,153.46,-1.54,25.0,40,QualityResult.PASS
POP-00001642,SN-00000411,EXEC-000146,WO-20260111-000146,2,PRESS_FIT_2,PF-L1-S10,TL-GBA-022,OP-0069,PP-0010,2026-01-11 12:26:12,2026-01-11 12:26:52,155.0,153.34,-1.66,25.0,40,QualityResult.PASS
