serial_number,execution_id,work_order_id,sap_order_number,product_code,product_name,production_line,manufacturing_date,status
SN-00000428,EXEC-000151,WO-20260112-000151,5000000151,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-01,2026-01-12 06:45:00,IN_PRODUCTION
SN-00000429,EXEC-000151,WO-20260112-000151,5000000151,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-01,2026-01-12 06:45:00,IN_PRODUCTION
SN-00000430,EXEC-000151,WO-20260112-000151,5000000151,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-01,2026-01-12 06:45:00,IN_PRODUCTION
SN-00000431,EXEC-000152,WO-20260112-000152,5000000152,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-02,2026-01-12 07:05:00,IN_PRODUCTION
SN-00000432,EXEC-000152,WO-20260112-000152,5000000152,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-02,2026-01-12 07:05:00,IN_PRODUCTION
SN-00000433,EXEC-000152,WO-20260112-000152,5000000152,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-02,2026-01-12 07:05:00,IN_PRODUCTION
SN-00000434,EXEC-000153,WO-20260112-000153,5000000153,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-03,2026-01-12 07:25:00,IN_PRODUCTION
SN-00000435,EXEC-000153,WO-20260112-000153,5000000153,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-03,2026-01-12 07:25:00,IN_PRODUCTION
SN-00000436,EXEC-000153,WO-20260112-000153,5000000153,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-03,2026-01-12 07:25:00,IN_PRODUCTION
SN-00000437,EXEC-000153,WO-20260112-000153,5000000153,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-03,2026-01-12 07:25:00,IN_PRODUCTION
SN-00000438,EXEC-000154,WO-20260112-000154,5000000154,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-04,2026-01-12 07:45:00,IN_PRODUCTION
SN-00000439,EXEC-000154,WO-20260112-000154,5000000154,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-04,2026-01-12 07:45:00,IN_PRODUCTION
SN-00000440,EXEC-000155,WO-20260112-000155,5000000155,GIS-170-4000,GIS Bay 170 kV / 4000 A,LINE-05,2026-01-12 08:05:00,IN_PRODUCTION
SN-00000441,EXEC-000155,WO-20260112-000155,5000000155,GIS-170-4000,GIS Bay 170 kV / 4000 A,LINE-05,2026-01-12 08:05:00,IN_PRODUCTION
SN-00000442,EXEC-000156,WO-20260112-000156,5000000156,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-06,2026-01-12 08:25:00,IN_PRODUCTION
SN-00000443,EXEC-000156,WO-20260112-000156,5000000156,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-06,2026-01-12 08:25:00,IN_PRODUCTION
SN-00000444,EXEC-000156,WO-20260112-000156,5000000156,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-06,2026-01-12 08:25:00,IN_PRODUCTION
SN-00000445,EXEC-000157,WO-20260112-000157,5000000157,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-01,2026-01-12 08:45:00,IN_PRODUCTION
SN-00000446,EXEC-000158,WO-20260112-000158,5000000158,GIS-300-4000,GIS Bay 300 kV / 4000 A,LINE-02,2026-01-12 09:05:00,IN_PRODUCTION
SN-00000447,EXEC-000159,WO-20260112-000159,5000000159,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-03,2026-01-12 09:25:00,IN_PRODUCTION
SN-00000448,EXEC-000159,WO-20260112-000159,5000000159,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-03,2026-01-12 09:25:00,IN_PRODUCTION
SN-00000449,EXEC-000159,WO-20260112-000159,5000000159,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-03,2026-01-12 09:25:00,IN_PRODUCTION
SN-00000450,EXEC-000159,WO-20260112-000159,5000000159,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-03,2026-01-12 09:25:00,IN_PRODUCTION
SN-00000451,EXEC-000159,WO-20260112-000159,5000000159,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-03,2026-01-12 09:25:00,IN_PRODUCTION
SN-00000452,EXEC-000160,WO-20260112-000160,5000000160,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-04,2026-01-12 09:45:00,IN_PRODUCTION
SN-00000453,EXEC-000160,WO-20260112-000160,5000000160,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-04,2026-01-12 09:45:00,IN_PRODUCTION
SN-00000454,EXEC-000160,WO-20260112-000160,5000000160,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-04,2026-01-12 09:45:00,IN_PRODUCTION
SN-00000455,EXEC-000161,WO-20260112-000161,5000000161,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-05,2026-01-12 10:05:00,IN_PRODUCTION
SN-00000456,EXEC-000161,WO-20260112-000161,5000000161,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-05,2026-01-12 10:05:00,IN_PRODUCTION
SN-00000457,EXEC-000161,WO-20260112-000161,5000000161,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-05,2026-01-12 10:05:00,IN_PRODUCTION
SN-00000458,EXEC-000162,WO-20260112-000162,5000000162,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-06,2026-01-12 10:25:00,IN_PRODUCTION
SN-00000459,EXEC-000162,WO-20260112-000162,5000000162,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-06,2026-01-12 10:25:00,IN_PRODUCTION
SN-00000460,EXEC-000162,WO-20260112-000162,5000000162,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-06,2026-01-12 10:25:00,IN_PRODUCTION
SN-00000461,EXEC-000163,WO-20260112-000163,5000000163,GIS-420-5000,GIS Bay 420 kV / 5000 A,LINE-01,2026-01-12 10:45:00,IN_PRODUCTION
SN-00000462,EXEC-000163,WO-20260112-000163,5000000163,GIS-420-5000,GIS Bay 420 kV / 5000 A,LINE-01,2026-01-12 10:45:00,IN_PRODUCTION
SN-00000463,EXEC-000164,WO-20260112-000164,5000000164,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-02,2026-01-12 11:05:00,IN_PRODUCTION
SN-00000464,EXEC-000164,WO-20260112-000164,5000000164,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-02,2026-01-12 11:05:00,IN_PRODUCTION
SN-00000465,EXEC-000164,WO-20260112-000164,5000000164,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-02,2026-01-12 11:05:00,IN_PRODUCTION
SN-00000466,EXEC-000165,WO-20260112-000165,5000000165,GIS-420-4000,GIS Bay 420 kV / 4000 A,LINE-03,2026-01-12 11:25:00,IN_PRODUCTION
SN-00000467,EXEC-000165,WO-20260112-000165,5000000165,GIS-420-4000,GIS Bay 420 kV / 4000 A,LINE-03,2026-01-12 11:25:00,IN_PRODUCTION
SN-00000468,EXEC-000166,WO-20260112-000166,5000000166,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-04,2026-01-12 11:45:00,IN_PRODUCTION
SN-00000469,EXEC-000166,WO-20260112-000166,5000000166,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-04,2026-01-12 11:45:00,IN_PRODUCTION
SN-00000470,EXEC-000167,WO-20260112-000167,5000000167,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-05,2026-01-12 12:05:00,IN_PRODUCTION
SN-00000471,EXEC-000167,WO-20260112-000167,5000000167,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-05,2026-01-12 12:05:00,IN_PRODUCTION
SN-00000472,EXEC-000167,WO-20260112-000167,5000000167,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-05,2026-01-12 12:05:00,IN_PRODUCTION
SN-00000473,EXEC-000168,WO-20260112-000168,5000000168,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-06,2026-01-12 12:25:00,IN_PRODUCTION
SN-00000474,EXEC-000168,WO-20260112-000168,5000000168,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-06,2026-01-12 12:25:00,IN_PRODUCTION
SN-00000475,EXEC-000169,WO-20260112-000169,5000000169,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-01,2026-01-12 12:45:00,IN_PRODUCTION
SN-00000476,EXEC-000169,WO-20260112-000169,5000000169,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-01,2026-01-12 12:45:00,IN_PRODUCTION
SN-00000477,EXEC-000169,WO-20260112-000169,5000000169,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-01,2026-01-12 12:45:00,IN_PRODUCTION
SN-00000478,EXEC-000170,WO-20260112-000170,5000000170,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-02,2026-01-12 13:05:00,IN_PRODUCTION
SN-00000479,EXEC-000170,WO-20260112-000170,5000000170,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-02,2026-01-12 13:05:00,IN_PRODUCTION
SN-00000480,EXEC-000170,WO-20260112-000170,5000000170,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-02,2026-01-12 13:05:00,IN_PRODUCTION
SN-00000481,EXEC-000170,WO-20260112-000170,5000000170,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-02,2026-01-12 13:05:00,IN_PRODUCTION
SN-00000482,EXEC-000171,WO-20260113-000171,5000000171,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-03,2026-01-13 06:45:00,IN_PRODUCTION
SN-00000483,EXEC-000171,WO-20260113-000171,5000000171,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-03,2026-01-13 06:45:00,IN_PRODUCTION
SN-00000484,EXEC-000171,WO-20260113-000171,5000000171,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-03,2026-01-13 06:45:00,IN_PRODUCTION
SN-00000485,EXEC-000172,WO-20260113-000172,5000000172,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-04,2026-01-13 07:05:00,IN_PRODUCTION
SN-00000486,EXEC-000172,WO-20260113-000172,5000000172,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-04,2026-01-13 07:05:00,IN_PRODUCTION
SN-00000487,EXEC-000172,WO-20260113-000172,5000000172,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-04,2026-01-13 07:05:00,IN_PRODUCTION
SN-00000488,EXEC-000173,WO-20260113-000173,5000000173,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-05,2026-01-13 07:25:00,IN_PRODUCTION
SN-00000489,EXEC-000173,WO-20260113-000173,5000000173,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-05,2026-01-13 07:25:00,IN_PRODUCTION
SN-00000490,EXEC-000173,WO-20260113-000173,5000000173,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-05,2026-01-13 07:25:00,IN_PRODUCTION
SN-00000491,EXEC-000174,WO-20260113-000174,5000000174,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-06,2026-01-13 07:45:00,IN_PRODUCTION
SN-00000492,EXEC-000174,WO-20260113-000174,5000000174,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-06,2026-01-13 07:45:00,IN_PRODUCTION
SN-00000493,EXEC-000175,WO-20260113-000175,5000000175,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-01,2026-01-13 08:05:00,IN_PRODUCTION
SN-00000494,EXEC-000175,WO-20260113-000175,5000000175,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-01,2026-01-13 08:05:00,IN_PRODUCTION
SN-00000495,EXEC-000175,WO-20260113-000175,5000000175,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-01,2026-01-13 08:05:00,IN_PRODUCTION
SN-00000496,EXEC-000175,WO-20260113-000175,5000000175,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-01,2026-01-13 08:05:00,IN_PRODUCTION
SN-00000497,EXEC-000176,WO-20260113-000176,5000000176,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-02,2026-01-13 08:25:00,IN_PRODUCTION
SN-00000498,EXEC-000176,WO-20260113-000176,5000000176,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-02,2026-01-13 08:25:00,IN_PRODUCTION
SN-00000499,EXEC-000176,WO-20260113-000176,5000000176,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-02,2026-01-13 08:25:00,IN_PRODUCTION
SN-00000500,EXEC-000176,WO-20260113-000176,5000000176,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-02,2026-01-13 08:25:00,IN_PRODUCTION
SN-00000501,EXEC-000176,WO-20260113-000176,5000000176,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-02,2026-01-13 08:25:00,IN_PRODUCTION
SN-00000502,EXEC-000177,WO-20260113-000177,5000000177,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-03,2026-01-13 08:45:00,IN_PRODUCTION
SN-00000503,EXEC-000177,WO-20260113-000177,5000000177,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-03,2026-01-13 08:45:00,IN_PRODUCTION
SN-00000504,EXEC-000177,WO-20260113-000177,5000000177,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-03,2026-01-13 08:45:00,IN_PRODUCTION
SN-00000505,EXEC-000177,WO-20260113-000177,5000000177,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-03,2026-01-13 08:45:00,IN_PRODUCTION
SN-00000506,EXEC-000178,WO-20260113-000178,5000000178,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-04,2026-01-13 09:05:00,IN_PRODUCTION
SN-00000507,EXEC-000178,WO-20260113-000178,5000000178,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-04,2026-01-13 09:05:00,IN_PRODUCTION
SN-00000508,EXEC-000178,WO-20260113-000178,5000000178,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-04,2026-01-13 09:05:00,IN_PRODUCTION
SN-00000509,EXEC-000179,WO-20260113-000179,5000000179,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-05,2026-01-13 09:25:00,IN_PRODUCTION
SN-00000510,EXEC-000179,WO-20260113-000179,5000000179,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-05,2026-01-13 09:25:00,IN_PRODUCTION
SN-00000511,EXEC-000179,WO-20260113-000179,5000000179,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-05,2026-01-13 09:25:00,IN_PRODUCTION
SN-00000512,EXEC-000180,WO-20260113-000180,5000000180,GIS-145-4000,GIS Bay 145 kV / 4000 A,LINE-06,2026-01-13 09:45:00,IN_PRODUCTION
SN-00000513,EXEC-000180,WO-20260113-000180,5000000180,GIS-145-4000,GIS Bay 145 kV / 4000 A,LINE-06,2026-01-13 09:45:00,IN_PRODUCTION
SN-00000514,EXEC-000180,WO-20260113-000180,5000000180,GIS-145-4000,GIS Bay 145 kV / 4000 A,LINE-06,2026-01-13 09:45:00,IN_PRODUCTION
SN-00000515,EXEC-000181,WO-20260113-000181,5000000181,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-01,2026-01-13 10:05:00,IN_PRODUCTION
SN-00000516,EXEC-000181,WO-20260113-000181,5000000181,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-01,2026-01-13 10:05:00,IN_PRODUCTION
SN-00000517,EXEC-000181,WO-20260113-000181,5000000181,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-01,2026-01-13 10:05:00,IN_PRODUCTION
SN-00000518,EXEC-000181,WO-20260113-000181,5000000181,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-01,2026-01-13 10:05:00,IN_PRODUCTION
SN-00000519,EXEC-000182,WO-20260113-000182,5000000182,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-02,2026-01-13 10:25:00,IN_PRODUCTION
SN-00000520,EXEC-000182,WO-20260113-000182,5000000182,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-02,2026-01-13 10:25:00,IN_PRODUCTION
SN-00000521,EXEC-000182,WO-20260113-000182,5000000182,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-02,2026-01-13 10:25:00,IN_PRODUCTION
SN-00000522,EXEC-000183,WO-20260113-000183,5000000183,GIS-145-4000,GIS Bay 145 kV / 4000 A,LINE-03,2026-01-13 10:45:00,IN_PRODUCTION
SN-00000523,EXEC-000183,WO-20260113-000183,5000000183,GIS-145-4000,GIS Bay 145 kV / 4000 A,LINE-03,2026-01-13 10:45:00,IN_PRODUCTION
SN-00000524,EXEC-000184,WO-20260113-000184,5000000184,GIS-145-4000,GIS Bay 145 kV / 4000 A,LINE-04,2026-01-13 11:05:00,IN_PRODUCTION
SN-00000525,EXEC-000184,WO-20260113-000184,5000000184,GIS-145-4000,GIS Bay 145 kV / 4000 A,LINE-04,2026-01-13 11:05:00,IN_PRODUCTION
SN-00000526,EXEC-000184,WO-20260113-000184,5000000184,GIS-145-4000,GIS Bay 145 kV / 4000 A,LINE-04,2026-01-13 11:05:00,IN_PRODUCTION
SN-00000527,EXEC-000185,WO-20260113-000185,5000000185,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-05,2026-01-13 11:25:00,IN_PRODUCTION
SN-00000528,EXEC-000186,WO-20260113-000186,5000000186,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-06,2026-01-13 11:45:00,IN_PRODUCTION
SN-00000529,EXEC-000186,WO-20260113-000186,5000000186,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-06,2026-01-13 11:45:00,IN_PRODUCTION
SN-00000530,EXEC-000186,WO-20260113-000186,5000000186,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-06,2026-01-13 11:45:00,IN_PRODUCTION
SN-00000531,EXEC-000186,WO-20260113-000186,5000000186,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-06,2026-01-13 11:45:00,IN_PRODUCTION
SN-00000532,EXEC-000187,WO-20260113-000187,5000000187,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-01,2026-01-13 12:05:00,IN_PRODUCTION
SN-00000533,EXEC-000187,WO-20260113-000187,5000000187,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-01,2026-01-13 12:05:00,IN_PRODUCTION
SN-00000534,EXEC-000187,WO-20260113-000187,5000000187,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-01,2026-01-13 12:05:00,IN_PRODUCTION
SN-00000535,EXEC-000187,WO-20260113-000187,5000000187,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-01,2026-01-13 12:05:00,IN_PRODUCTION
SN-00000536,EXEC-000188,WO-20260113-000188,5000000188,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-02,2026-01-13 12:25:00,IN_PRODUCTION
SN-00000537,EXEC-000188,WO-20260113-000188,5000000188,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-02,2026-01-13 12:25:00,IN_PRODUCTION
SN-00000538,EXEC-000188,WO-20260113-000188,5000000188,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-02,2026-01-13 12:25:00,IN_PRODUCTION
SN-00000539,EXEC-000189,WO-20260113-000189,5000000189,GIS-420-5000,GIS Bay 420 kV / 5000 A,LINE-03,2026-01-13 12:45:00,IN_PRODUCTION
SN-00000540,EXEC-000189,WO-20260113-000189,5000000189,GIS-420-5000,GIS Bay 420 kV / 5000 A,LINE-03,2026-01-13 12:45:00,IN_PRODUCTION
SN-00000541,EXEC-000190,WO-20260113-000190,5000000190,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-04,2026-01-13 13:05:00,IN_PRODUCTION
SN-00000542,EXEC-000190,WO-20260113-000190,5000000190,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-04,2026-01-13 13:05:00,IN_PRODUCTION
SN-00000543,EXEC-000190,WO-20260113-000190,5000000190,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-04,2026-01-13 13:05:00,IN_PRODUCTION
SN-00000544,EXEC-000191,WO-20260113-000191,5000000191,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-05,2026-01-13 13:25:00,IN_PRODUCTION
SN-00000545,EXEC-000191,WO-20260113-000191,5000000191,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-05,2026-01-13 13:25:00,IN_PRODUCTION
SN-00000546,EXEC-000191,WO-20260113-000191,5000000191,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-05,2026-01-13 13:25:00,IN_PRODUCTION
SN-00000547,EXEC-000191,WO-20260113-000191,5000000191,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-05,2026-01-13 13:25:00,IN_PRODUCTION
SN-00000548,EXEC-000192,WO-20260113-000192,5000000192,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-06,2026-01-13 13:45:00,IN_PRODUCTION
SN-00000549,EXEC-000192,WO-20260113-000192,5000000192,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-06,2026-01-13 13:45:00,IN_PRODUCTION
SN-00000550,EXEC-000192,WO-20260113-000192,5000000192,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-06,2026-01-13 13:45:00,IN_PRODUCTION
SN-00000551,EXEC-000192,WO-20260113-000192,5000000192,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-06,2026-01-13 13:45:00,IN_PRODUCTION
SN-00000552,EXEC-000192,WO-20260113-000192,5000000192,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-06,2026-01-13 13:45:00,IN_PRODUCTION
SN-00000553,EXEC-000193,WO-20260114-000193,5000000193,GIS-420-5000,GIS Bay 420 kV / 5000 A,LINE-01,2026-01-14 06:45:00,IN_PRODUCTION
SN-00000554,EXEC-000194,WO-20260114-000194,5000000194,GIS-170-4000,GIS Bay 170 kV / 4000 A,LINE-02,2026-01-14 07:05:00,IN_PRODUCTION
SN-00000555,EXEC-000194,WO-20260114-000194,5000000194,GIS-170-4000,GIS Bay 170 kV / 4000 A,LINE-02,2026-01-14 07:05:00,IN_PRODUCTION
SN-00000556,EXEC-000195,WO-20260114-000195,5000000195,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-03,2026-01-14 07:25:00,IN_PRODUCTION
SN-00000557,EXEC-000195,WO-20260114-000195,5000000195,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-03,2026-01-14 07:25:00,IN_PRODUCTION
SN-00000558,EXEC-000195,WO-20260114-000195,5000000195,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-03,2026-01-14 07:25:00,IN_PRODUCTION
SN-00000559,EXEC-000196,WO-20260114-000196,5000000196,GIS-145-4000,GIS Bay 145 kV / 4000 A,LINE-04,2026-01-14 07:45:00,IN_PRODUCTION
SN-00000560,EXEC-000196,WO-20260114-000196,5000000196,GIS-145-4000,GIS Bay 145 kV / 4000 A,LINE-04,2026-01-14 07:45:00,IN_PRODUCTION
SN-00000561,EXEC-000196,WO-20260114-000196,5000000196,GIS-145-4000,GIS Bay 145 kV / 4000 A,LINE-04,2026-01-14 07:45:00,IN_PRODUCTION
SN-00000562,EXEC-000197,WO-20260114-000197,5000000197,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-05,2026-01-14 08:05:00,IN_PRODUCTION
SN-00000563,EXEC-000197,WO-20260114-000197,5000000197,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-05,2026-01-14 08:05:00,IN_PRODUCTION
SN-00000564,EXEC-000197,WO-20260114-000197,5000000197,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-05,2026-01-14 08:05:00,IN_PRODUCTION
SN-00000565,EXEC-000197,WO-20260114-000197,5000000197,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-05,2026-01-14 08:05:00,IN_PRODUCTION
SN-00000566,EXEC-000197,WO-20260114-000197,5000000197,GIS-072-3150,GIS Bay 72.5 kV / 3150 A,LINE-05,2026-01-14 08:05:00,IN_PRODUCTION
SN-00000567,EXEC-000198,WO-20260114-000198,5000000198,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-06,2026-01-14 08:25:00,IN_PRODUCTION
SN-00000568,EXEC-000199,WO-20260114-000199,5000000199,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-01,2026-01-14 08:45:00,IN_PRODUCTION
SN-00000569,EXEC-000199,WO-20260114-000199,5000000199,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-01,2026-01-14 08:45:00,IN_PRODUCTION
SN-00000570,EXEC-000199,WO-20260114-000199,5000000199,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-01,2026-01-14 08:45:00,IN_PRODUCTION
SN-00000571,EXEC-000200,WO-20260114-000200,5000000200,GIS-170-4000,GIS Bay 170 kV / 4000 A,LINE-02,2026-01-14 09:05:00,IN_PRODUCTION
SN-00000572,EXEC-000200,WO-20260114-000200,5000000200,GIS-170-4000,GIS Bay 170 kV / 4000 A,LINE-02,2026-01-14 09:05:00,IN_PRODUCTION
SN-00000573,EXEC-000200,WO-20260114-000200,5000000200,GIS-170-4000,GIS Bay 170 kV / 4000 A,LINE-02,2026-01-14 09:05:00,IN_PRODUCTION
SN-00000574,EXEC-000201,WO-20260114-000201,5000000201,GIS-245-3150,GIS Bay 245 kV / 3150 A,LINE-03,2026-01-14 09:25:00,IN_PRODUCTION
SN-00000575,EXEC-000202,WO-20260114-000202,5000000202,GIS-300-4000,GIS Bay 300 kV / 4000 A,LINE-04,2026-01-14 09:45:00,IN_PRODUCTION
SN-00000576,EXEC-000203,WO-20260114-000203,5000000203,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-05,2026-01-14 10:05:00,IN_PRODUCTION
SN-00000577,EXEC-000203,WO-20260114-000203,5000000203,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-05,2026-01-14 10:05:00,IN_PRODUCTION
SN-00000578,EXEC-000203,WO-20260114-000203,5000000203,GIS-245-4000,GIS Bay 245 kV / 4000 A,LINE-05,2026-01-14 10:05:00,IN_PRODUCTION
SN-00000579,EXEC-000204,WO-20260114-000204,5000000204,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-06,2026-01-14 10:25:00,IN_PRODUCTION
SN-00000580,EXEC-000204,WO-20260114-000204,5000000204,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-06,2026-01-14 10:25:00,IN_PRODUCTION
SN-00000581,EXEC-000204,WO-20260114-000204,5000000204,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-06,2026-01-14 10:25:00,IN_PRODUCTION
SN-00000582,EXEC-000204,WO-20260114-000204,5000000204,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-06,2026-01-14 10:25:00,IN_PRODUCTION
SN-00000583,EXEC-000204,WO-20260114-000204,5000000204,GIS-072-2500,GIS Bay 72.5 kV / 2500 A,LINE-06,2026-01-14 10:25:00,IN_PRODUCTION
SN-00000584,EXEC-000205,WO-20260114-000205,5000000205,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-01,2026-01-14 10:45:00,IN_PRODUCTION
SN-00000585,EXEC-000205,WO-20260114-000205,5000000205,GIS-145-3150,GIS Bay 145 kV / 3150 A,LINE-01,2026-01-14 10:45:00,IN_PRODUCTION
