execution_id,work_order_id,sap_order_number,product_code,quantity,plant_code,production_line,planned_shift,execution_start,execution_end,status
EXEC-000141,WO-20260111-000141,5000000141,GIS-145-3150,4,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-11 10:45:00,2026-01-11 11:15:00,ExecutionStatus.PLANNED
EXEC-000142,WO-20260111-000142,5000000142,GIS-072-2500,4,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-11 11:05:00,2026-01-11 11:35:00,ExecutionStatus.PLANNED
EXEC-000143,WO-20260111-000143,5000000143,GIS-145-3150,4,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-11 11:25:00,2026-01-11 11:55:00,ExecutionStatus.PLANNED
EXEC-000144,WO-20260111-000144,5000000144,GIS-170-4000,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-11 11:45:00,2026-01-11 12:15:00,ExecutionStatus.PLANNED
EXEC-000145,WO-20260111-000145,5000000145,GIS-300-4000,2,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-11 12:05:00,2026-01-11 12:35:00,ExecutionStatus.PLANNED
EXEC-000146,WO-20260111-000146,5000000146,GIS-145-3150,4,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-11 12:25:00,2026-01-11 12:55:00,ExecutionStatus.PLANNED
EXEC-000147,WO-20260111-000147,5000000147,GIS-145-3150,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-11 12:45:00,2026-01-11 13:15:00,ExecutionStatus.PLANNED
EXEC-000148,WO-20260111-000148,5000000148,GIS-072-3150,4,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-11 13:05:00,2026-01-11 13:35:00,ExecutionStatus.PLANNED
EXEC-000149,WO-20260111-000149,5000000149,GIS-420-5000,1,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-11 13:25:00,2026-01-11 13:55:00,ExecutionStatus.PLANNED
EXEC-000150,WO-20260111-000150,5000000150,GIS-072-3150,5,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-11 13:45:00,2026-01-11 14:15:00,ExecutionStatus.PLANNED
EXEC-000151,WO-20260112-000151,5000000151,GIS-072-2500,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-12 06:45:00,2026-01-12 07:15:00,ExecutionStatus.PLANNED
EXEC-000152,WO-20260112-000152,5000000152,GIS-072-3150,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-12 07:05:00,2026-01-12 07:35:00,ExecutionStatus.PLANNED
EXEC-000153,WO-20260112-000153,5000000153,GIS-072-2500,4,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-12 07:25:00,2026-01-12 07:55:00,ExecutionStatus.PLANNED
EXEC-000154,WO-20260112-000154,5000000154,GIS-245-4000,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-12 07:45:00,2026-01-12 08:15:00,ExecutionStatus.PLANNED
EXEC-000155,WO-20260112-000155,5000000155,GIS-170-4000,2,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-12 08:05:00,2026-01-12 08:35:00,ExecutionStatus.PLANNED
EXEC-000156,WO-20260112-000156,5000000156,GIS-145-3150,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-12 08:25:00,2026-01-12 08:55:00,ExecutionStatus.PLANNED
EXEC-000157,WO-20260112-000157,5000000157,GIS-245-3150,1,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-12 08:45:00,2026-01-12 09:15:00,ExecutionStatus.PLANNED
EXEC-000158,WO-20260112-000158,5000000158,GIS-300-4000,1,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-12 09:05:00,2026-01-12 09:35:00,ExecutionStatus.PLANNED
EXEC-000159,WO-20260112-000159,5000000159,GIS-072-3150,5,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-12 09:25:00,2026-01-12 09:55:00,ExecutionStatus.PLANNED
EXEC-000160,WO-20260112-000160,5000000160,GIS-072-2500,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-12 09:45:00,2026-01-12 10:15:00,ExecutionStatus.PLANNED
EXEC-000161,WO-20260112-000161,5000000161,GIS-072-2500,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-12 10:05:00,2026-01-12 10:35:00,ExecutionStatus.PLANNED
EXEC-000162,WO-20260112-000162,5000000162,GIS-245-3150,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-12 10:25:00,2026-01-12 10:55:00,ExecutionStatus.PLANNED
EXEC-000163,WO-20260112-000163,5000000163,GIS-420-5000,2,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-12 10:45:00,2026-01-12 11:15:00,ExecutionStatus.PLANNED
EXEC-000164,WO-20260112-000164,5000000164,GIS-245-3150,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-12 11:05:00,2026-01-12 11:35:00,ExecutionStatus.PLANNED
EXEC-000165,WO-20260112-000165,5000000165,GIS-420-4000,2,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-12 11:25:00,2026-01-12 11:55:00,ExecutionStatus.PLANNED
EXEC-000166,WO-20260112-000166,5000000166,GIS-245-4000,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-12 11:45:00,2026-01-12 12:15:00,ExecutionStatus.PLANNED
EXEC-000167,WO-20260112-000167,5000000167,GIS-245-4000,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-12 12:05:00,2026-01-12 12:35:00,ExecutionStatus.PLANNED
EXEC-000168,WO-20260112-000168,5000000168,GIS-245-4000,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-12 12:25:00,2026-01-12 12:55:00,ExecutionStatus.PLANNED
EXEC-000169,WO-20260112-000169,5000000169,GIS-072-3150,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-12 12:45:00,2026-01-12 13:15:00,ExecutionStatus.PLANNED
EXEC-000170,WO-20260112-000170,5000000170,GIS-072-3150,4,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-12 13:05:00,2026-01-12 13:35:00,ExecutionStatus.PLANNED
EXEC-000171,WO-20260113-000171,5000000171,GIS-072-2500,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-13 06:45:00,2026-01-13 07:15:00,ExecutionStatus.PLANNED
EXEC-000172,WO-20260113-000172,5000000172,GIS-245-3150,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-13 07:05:00,2026-01-13 07:35:00,ExecutionStatus.PLANNED
EXEC-000173,WO-20260113-000173,5000000173,GIS-145-3150,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-13 07:25:00,2026-01-13 07:55:00,ExecutionStatus.PLANNED
EXEC-000174,WO-20260113-000174,5000000174,GIS-145-3150,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-13 07:45:00,2026-01-13 08:15:00,ExecutionStatus.PLANNED
EXEC-000175,WO-20260113-000175,5000000175,GIS-145-3150,4,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-13 08:05:00,2026-01-13 08:35:00,ExecutionStatus.PLANNED
EXEC-000176,WO-20260113-000176,5000000176,GIS-072-2500,5,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-13 08:25:00,2026-01-13 08:55:00,ExecutionStatus.PLANNED
EXEC-000177,WO-20260113-000177,5000000177,GIS-072-2500,4,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-13 08:45:00,2026-01-13 09:15:00,ExecutionStatus.PLANNED
EXEC-000178,WO-20260113-000178,5000000178,GIS-145-3150,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-13 09:05:00,2026-01-13 09:35:00,ExecutionStatus.PLANNED
EXEC-000179,WO-20260113-000179,5000000179,GIS-245-4000,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-13 09:25:00,2026-01-13 09:55:00,ExecutionStatus.PLANNED
EXEC-000180,WO-20260113-000180,5000000180,GIS-145-4000,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-13 09:45:00,2026-01-13 10:15:00,ExecutionStatus.PLANNED
EXEC-000181,WO-20260113-000181,5000000181,GIS-072-2500,4,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-13 10:05:00,2026-01-13 10:35:00,ExecutionStatus.PLANNED
EXEC-000182,WO-20260113-000182,5000000182,GIS-245-4000,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-13 10:25:00,2026-01-13 10:55:00,ExecutionStatus.PLANNED
EXEC-000183,WO-20260113-000183,5000000183,GIS-145-4000,2,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-13 10:45:00,2026-01-13 11:15:00,ExecutionStatus.PLANNED
EXEC-000184,WO-20260113-000184,5000000184,GIS-145-4000,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-13 11:05:00,2026-01-13 11:35:00,ExecutionStatus.PLANNED
EXEC-000185,WO-20260113-000185,5000000185,GIS-245-3150,1,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-13 11:25:00,2026-01-13 11:55:00,ExecutionStatus.PLANNED
EXEC-000186,WO-20260113-000186,5000000186,GIS-072-2500,4,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-13 11:45:00,2026-01-13 12:15:00,ExecutionStatus.PLANNED
EXEC-000187,WO-20260113-000187,5000000187,GIS-072-3150,4,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-13 12:05:00,2026-01-13 12:35:00,ExecutionStatus.PLANNED
EXEC-000188,WO-20260113-000188,5000000188,GIS-145-3150,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-13 12:25:00,2026-01-13 12:55:00,ExecutionStatus.PLANNED
EXEC-000189,WO-20260113-000189,5000000189,GIS-420-5000,2,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-13 12:45:00,2026-01-13 13:15:00,ExecutionStatus.PLANNED
EXEC-000190,WO-20260113-000190,5000000190,GIS-072-2500,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-13 13:05:00,2026-01-13 13:35:00,ExecutionStatus.PLANNED
EXEC-000191,WO-20260113-000191,5000000191,GIS-072-2500,4,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-13 13:25:00,2026-01-13 13:55:00,ExecutionStatus.PLANNED
EXEC-000192,WO-20260113-000192,5000000192,GIS-072-2500,5,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-13 13:45:00,2026-01-13 14:15:00,ExecutionStatus.PLANNED
EXEC-000193,WO-20260114-000193,5000000193,GIS-420-5000,1,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-14 06:45:00,2026-01-14 07:15:00,ExecutionStatus.PLANNED
EXEC-000194,WO-20260114-000194,5000000194,GIS-170-4000,2,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-14 07:05:00,2026-01-14 07:35:00,ExecutionStatus.PLANNED
EXEC-000195,WO-20260114-000195,5000000195,GIS-245-3150,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-14 07:25:00,2026-01-14 07:55:00,ExecutionStatus.PLANNED
EXEC-000196,WO-20260114-000196,5000000196,GIS-145-4000,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-14 07:45:00,2026-01-14 08:15:00,ExecutionStatus.PLANNED
EXEC-000197,WO-20260114-000197,5000000197,GIS-072-3150,5,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-14 08:05:00,2026-01-14 08:35:00,ExecutionStatus.PLANNED
EXEC-000198,WO-20260114-000198,5000000198,GIS-245-3150,1,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-14 08:25:00,2026-01-14 08:55:00,ExecutionStatus.PLANNED
EXEC-000199,WO-20260114-000199,5000000199,GIS-072-2500,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-14 08:45:00,2026-01-14 09:15:00,ExecutionStatus.PLANNED
EXEC-000200,WO-20260114-000200,5000000200,GIS-170-4000,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-14 09:05:00,2026-01-14 09:35:00,ExecutionStatus.PLANNED
EXEC-000201,WO-20260114-000201,5000000201,GIS-245-3150,1,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-14 09:25:00,2026-01-14 09:55:00,ExecutionStatus.PLANNED
EXEC-000202,WO-20260114-000202,5000000202,GIS-300-4000,1,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-14 09:45:00,2026-01-14 10:15:00,ExecutionStatus.PLANNED
EXEC-000203,WO-20260114-000203,5000000203,GIS-245-4000,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-14 10:05:00,2026-01-14 10:35:00,ExecutionStatus.PLANNED
EXEC-000204,WO-20260114-000204,5000000204,GIS-072-2500,5,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-14 10:25:00,2026-01-14 10:55:00,ExecutionStatus.PLANNED
EXEC-000205,WO-20260114-000205,5000000205,GIS-145-3150,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-14 10:45:00,2026-01-14 11:15:00,ExecutionStatus.PLANNED
EXEC-000206,WO-20260114-000206,5000000206,GIS-072-2500,5,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-14 11:05:00,2026-01-14 11:35:00,ExecutionStatus.PLANNED
EXEC-000207,WO-20260114-000207,5000000207,GIS-300-4000,2,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-14 11:25:00,2026-01-14 11:55:00,ExecutionStatus.PLANNED
EXEC-000208,WO-20260114-000208,5000000208,GIS-550-5000,1,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-14 11:45:00,2026-01-14 12:15:00,ExecutionStatus.PLANNED
EXEC-000209,WO-20260114-000209,5000000209,GIS-300-4000,1,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-14 12:05:00,2026-01-14 12:35:00,ExecutionStatus.PLANNED
EXEC-000210,WO-20260114-000210,5000000210,GIS-245-4000,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-14 12:25:00,2026-01-14 12:55:00,ExecutionStatus.PLANNED
EXEC-000211,WO-20260115-000211,5000000211,GIS-420-4000,2,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-15 06:45:00,2026-01-15 07:15:00,ExecutionStatus.PLANNED
EXEC-000212,WO-20260115-000212,5000000212,GIS-300-4000,2,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-15 07:05:00,2026-01-15 07:35:00,ExecutionStatus.PLANNED
EXEC-000213,WO-20260115-000213,5000000213,GIS-072-3150,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-15 07:25:00,2026-01-15 07:55:00,ExecutionStatus.PLANNED
EXEC-000214,WO-20260115-000214,5000000214,GIS-145-4000,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-15 07:45:00,2026-01-15 08:15:00,ExecutionStatus.PLANNED
EXEC-000215,WO-20260115-000215,5000000215,GIS-245-3150,2,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-15 08:05:00,2026-01-15 08:35:00,ExecutionStatus.PLANNED
EXEC-000216,WO-20260115-000216,5000000216,GIS-300-4000,1,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-15 08:25:00,2026-01-15 08:55:00,ExecutionStatus.PLANNED
EXEC-000217,WO-20260115-000217,5000000217,GIS-145-3150,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-15 08:45:00,2026-01-15 09:15:00,ExecutionStatus.PLANNED
EXEC-000218,WO-20260115-000218,5000000218,GIS-420-4000,2,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-15 09:05:00,2026-01-15 09:35:00,ExecutionStatus.PLANNED
EXEC-000219,WO-20260115-000219,5000000219,GIS-145-4000,2,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-15 09:25:00,2026-01-15 09:55:00,ExecutionStatus.PLANNED
EXEC-000220,WO-20260115-000220,5000000220,GIS-245-3150,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-15 09:45:00,2026-01-15 10:15:00,ExecutionStatus.PLANNED
EXEC-000221,WO-20260115-000221,5000000221,GIS-072-3150,4,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-15 10:05:00,2026-01-15 10:35:00,ExecutionStatus.PLANNED
EXEC-000222,WO-20260115-000222,5000000222,GIS-145-4000,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-15 10:25:00,2026-01-15 10:55:00,ExecutionStatus.PLANNED
EXEC-000223,WO-20260115-000223,5000000223,GIS-072-3150,5,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-15 10:45:00,2026-01-15 11:15:00,ExecutionStatus.PLANNED
EXEC-000224,WO-20260115-000224,5000000224,GIS-245-3150,2,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-15 11:05:00,2026-01-15 11:35:00,ExecutionStatus.PLANNED
EXEC-000225,WO-20260115-000225,5000000225,GIS-145-4000,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-15 11:25:00,2026-01-15 11:55:00,ExecutionStatus.PLANNED
EXEC-000226,WO-20260115-000226,5000000226,GIS-170-4000,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-15 11:45:00,2026-01-15 12:15:00,ExecutionStatus.PLANNED
EXEC-000227,WO-20260115-000227,5000000227,GIS-072-3150,4,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-15 12:05:00,2026-01-15 12:35:00,ExecutionStatus.PLANNED
EXEC-000228,WO-20260115-000228,5000000228,GIS-245-3150,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-15 12:25:00,2026-01-15 12:55:00,ExecutionStatus.PLANNED
EXEC-000229,WO-20260115-000229,5000000229,GIS-145-4000,4,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-15 12:45:00,2026-01-15 13:15:00,ExecutionStatus.PLANNED
EXEC-000230,WO-20260115-000230,5000000230,GIS-072-3150,4,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-15 13:05:00,2026-01-15 13:35:00,ExecutionStatus.PLANNED
EXEC-000231,WO-20260115-000231,5000000231,GIS-170-4000,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-15 13:25:00,2026-01-15 13:55:00,ExecutionStatus.PLANNED
EXEC-000232,WO-20260115-000232,5000000232,GIS-300-4000,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-15 13:45:00,2026-01-15 14:15:00,ExecutionStatus.PLANNED
EXEC-000233,WO-20260115-000233,5000000233,GIS-072-3150,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-15 14:05:00,2026-01-15 14:35:00,ExecutionStatus.PLANNED
EXEC-000234,WO-20260115-000234,5000000234,GIS-072-2500,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-15 14:25:00,2026-01-15 14:55:00,ExecutionStatus.PLANNED
EXEC-000235,WO-20260116-000235,5000000235,GIS-072-3150,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-16 06:45:00,2026-01-16 07:15:00,ExecutionStatus.PLANNED
EXEC-000236,WO-20260116-000236,5000000236,GIS-245-4000,1,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-16 07:05:00,2026-01-16 07:35:00,ExecutionStatus.PLANNED
EXEC-000237,WO-20260116-000237,5000000237,GIS-170-4000,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-16 07:25:00,2026-01-16 07:55:00,ExecutionStatus.PLANNED
EXEC-000238,WO-20260116-000238,5000000238,GIS-145-3150,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-16 07:45:00,2026-01-16 08:15:00,ExecutionStatus.PLANNED
EXEC-000239,WO-20260116-000239,5000000239,GIS-300-4000,1,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-16 08:05:00,2026-01-16 08:35:00,ExecutionStatus.PLANNED
EXEC-000240,WO-20260116-000240,5000000240,GIS-145-3150,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-16 08:25:00,2026-01-16 08:55:00,ExecutionStatus.PLANNED
EXEC-000241,WO-20260116-000241,5000000241,GIS-245-3150,1,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-16 08:45:00,2026-01-16 09:15:00,ExecutionStatus.PLANNED
EXEC-000242,WO-20260116-000242,5000000242,GIS-170-4000,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-16 09:05:00,2026-01-16 09:35:00,ExecutionStatus.PLANNED
EXEC-000243,WO-20260116-000243,5000000243,GIS-072-3150,5,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-16 09:25:00,2026-01-16 09:55:00,ExecutionStatus.PLANNED
EXEC-000244,WO-20260116-000244,5000000244,GIS-170-4000,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-16 09:45:00,2026-01-16 10:15:00,ExecutionStatus.PLANNED
EXEC-000245,WO-20260116-000245,5000000245,GIS-145-3150,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-16 10:05:00,2026-01-16 10:35:00,ExecutionStatus.PLANNED
EXEC-000246,WO-20260116-000246,5000000246,GIS-170-4000,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-16 10:25:00,2026-01-16 10:55:00,ExecutionStatus.PLANNED
EXEC-000247,WO-20260116-000247,5000000247,GIS-170-4000,2,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-16 10:45:00,2026-01-16 11:15:00,ExecutionStatus.PLANNED
EXEC-000248,WO-20260116-000248,5000000248,GIS-072-3150,3,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-16 11:05:00,2026-01-16 11:35:00,ExecutionStatus.PLANNED
EXEC-000249,WO-20260116-000249,5000000249,GIS-072-2500,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-16 11:25:00,2026-01-16 11:55:00,ExecutionStatus.PLANNED
EXEC-000250,WO-20260116-000250,5000000250,GIS-072-2500,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-16 11:45:00,2026-01-16 12:15:00,ExecutionStatus.PLANNED
EXEC-000251,WO-20260116-000251,5000000251,GIS-245-3150,2,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-16 12:05:00,2026-01-16 12:35:00,ExecutionStatus.PLANNED
EXEC-000252,WO-20260116-000252,5000000252,GIS-072-3150,5,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-16 12:25:00,2026-01-16 12:55:00,ExecutionStatus.PLANNED
EXEC-000253,WO-20260116-000253,5000000253,GIS-300-4000,1,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-16 12:45:00,2026-01-16 13:15:00,ExecutionStatus.PLANNED
EXEC-000254,WO-20260116-000254,5000000254,GIS-420-5000,1,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-16 13:05:00,2026-01-16 13:35:00,ExecutionStatus.PLANNED
EXEC-000255,WO-20260116-000255,5000000255,GIS-145-4000,4,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-16 13:25:00,2026-01-16 13:55:00,ExecutionStatus.PLANNED
EXEC-000256,WO-20260116-000256,5000000256,GIS-072-3150,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-16 13:45:00,2026-01-16 14:15:00,ExecutionStatus.PLANNED
EXEC-000257,WO-20260117-000257,5000000257,GIS-245-4000,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-17 06:45:00,2026-01-17 07:15:00,ExecutionStatus.PLANNED
EXEC-000258,WO-20260117-000258,5000000258,GIS-170-4000,3,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-17 07:05:00,2026-01-17 07:35:00,ExecutionStatus.PLANNED
EXEC-000259,WO-20260117-000259,5000000259,GIS-145-4000,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-17 07:25:00,2026-01-17 07:55:00,ExecutionStatus.PLANNED
EXEC-000260,WO-20260117-000260,5000000260,GIS-420-5000,2,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-17 07:45:00,2026-01-17 08:15:00,ExecutionStatus.PLANNED
EXEC-000261,WO-20260117-000261,5000000261,GIS-170-4000,3,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-17 08:05:00,2026-01-17 08:35:00,ExecutionStatus.PLANNED
EXEC-000262,WO-20260117-000262,5000000262,GIS-170-4000,2,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-17 08:25:00,2026-01-17 08:55:00,ExecutionStatus.PLANNED
EXEC-000263,WO-20260117-000263,5000000263,GIS-550-5000,1,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-17 08:45:00,2026-01-17 09:15:00,ExecutionStatus.PLANNED
EXEC-000264,WO-20260117-000264,5000000264,GIS-170-4000,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-17 09:05:00,2026-01-17 09:35:00,ExecutionStatus.PLANNED
EXEC-000265,WO-20260117-000265,5000000265,GIS-245-3150,2,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-17 09:25:00,2026-01-17 09:55:00,ExecutionStatus.PLANNED
EXEC-000266,WO-20260117-000266,5000000266,GIS-245-4000,1,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-17 09:45:00,2026-01-17 10:15:00,ExecutionStatus.PLANNED
EXEC-000267,WO-20260117-000267,5000000267,GIS-245-3150,2,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-17 10:05:00,2026-01-17 10:35:00,ExecutionStatus.PLANNED
EXEC-000268,WO-20260117-000268,5000000268,GIS-170-4000,3,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-17 10:25:00,2026-01-17 10:55:00,ExecutionStatus.PLANNED
EXEC-000269,WO-20260117-000269,5000000269,GIS-145-4000,3,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-17 10:45:00,2026-01-17 11:15:00,ExecutionStatus.PLANNED
EXEC-000270,WO-20260117-000270,5000000270,GIS-245-3150,1,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-17 11:05:00,2026-01-17 11:35:00,ExecutionStatus.PLANNED
EXEC-000271,WO-20260117-000271,5000000271,GIS-245-3150,2,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-17 11:25:00,2026-01-17 11:55:00,ExecutionStatus.PLANNED
EXEC-000272,WO-20260117-000272,5000000272,GIS-145-3150,4,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-17 11:45:00,2026-01-17 12:15:00,ExecutionStatus.PLANNED
EXEC-000273,WO-20260117-000273,5000000273,GIS-072-2500,4,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-17 12:05:00,2026-01-17 12:35:00,ExecutionStatus.PLANNED
EXEC-000274,WO-20260117-000274,5000000274,GIS-550-5000,1,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-17 12:25:00,2026-01-17 12:55:00,ExecutionStatus.PLANNED
EXEC-000275,WO-20260117-000275,5000000275,GIS-145-4000,2,PLANT-001,LINE-05,ShiftType.MORNING,2026-01-17 12:45:00,2026-01-17 13:15:00,ExecutionStatus.PLANNED
EXEC-000276,WO-20260118-000276,5000000276,GIS-145-4000,2,PLANT-001,LINE-06,ShiftType.MORNING,2026-01-18 06:45:00,2026-01-18 07:15:00,ExecutionStatus.PLANNED
EXEC-000277,WO-20260118-000277,5000000277,GIS-145-3150,3,PLANT-001,LINE-01,ShiftType.MORNING,2026-01-18 07:05:00,2026-01-18 07:35:00,ExecutionStatus.PLANNED
EXEC-000278,WO-20260118-000278,5000000278,GIS-245-4000,1,PLANT-001,LINE-02,ShiftType.MORNING,2026-01-18 07:25:00,2026-01-18 07:55:00,ExecutionStatus.PLANNED
EXEC-000279,WO-20260118-000279,5000000279,GIS-072-2500,4,PLANT-001,LINE-03,ShiftType.MORNING,2026-01-18 07:45:00,2026-01-18 08:15:00,ExecutionStatus.PLANNED
EXEC-000280,WO-20260118-000280,5000000280,GIS-245-3150,1,PLANT-001,LINE-04,ShiftType.MORNING,2026-01-18 08:05:00,2026-01-18 08:35:00,ExecutionStatus.PLANNED
