scan_id,serial_number,execution_id,product_code,material_number,batch_number,supplier,scan_timestamp,scan_status
SCAN-00000466,SN-00000466,EXEC-000165,GIS-420-4000,MAT-00000466,BATCH-35044,Mitsubishi Electric,2026-01-12 11:06:00,SUCCESS
SCAN-00000467,SN-00000467,EXEC-000165,GIS-420-4000,MAT-00000467,BATCH-67672,Schneider Electric,2026-01-12 11:20:00,SUCCESS
SCAN-00000468,SN-00000468,EXEC-000166,GIS-245-4000,MAT-00000468,BATCH-51503,Hitachi Energy,2026-01-12 11:33:00,SUCCESS
SCAN-00000469,SN-00000469,EXEC-000166,GIS-245-4000,MAT-00000469,BATCH-69508,Hitachi Energy,2026-01-12 11:38:00,SUCCESS
SCAN-00000470,SN-00000470,EXEC-000167,GIS-245-4000,MAT-00000470,BATCH-86983,Schneider Electric,2026-01-12 11:38:00,SUCCESS
SCAN-00000471,SN-00000471,EXEC-000167,GIS-245-4000,MAT-00000471,BATCH-62322,Hitachi Energy,2026-01-12 11:28:00,SUCCESS
SCAN-00000472,SN-00000472,EXEC-000167,GIS-245-4000,MAT-00000472,BATCH-16493,ABB,2026-01-12 11:45:00,SUCCESS
SCAN-00000473,SN-00000473,EXEC-000168,GIS-245-4000,MAT-00000473,BATCH-24076,Mitsubishi Electric,2026-01-12 11:46:00,SUCCESS
SCAN-00000474,SN-00000474,EXEC-000168,GIS-245-4000,MAT-00000474,BATCH-50154,Mitsubishi Electric,2026-01-12 12:00:00,SUCCESS
SCAN-00000475,SN-00000475,EXEC-000169,GIS-072-3150,MAT-00000475,BATCH-71704,Mitsubishi Electric,2026-01-12 12:33:00,SUCCESS
SCAN-00000476,SN-00000476,EXEC-000169,GIS-072-3150,MAT-00000476,BATCH-98109,Schneider Electric,2026-01-12 12:38:00,SUCCESS
SCAN-00000477,SN-00000477,EXEC-000169,GIS-072-3150,MAT-00000477,BATCH-49014,Mitsubishi Electric,2026-01-12 12:26:00,SUCCESS
SCAN-00000478,SN-00000478,EXEC-000170,GIS-072-3150,MAT-00000478,BATCH-56161,Hitachi Energy,2026-01-12 12:41:00,SUCCESS
SCAN-00000479,SN-00000479,EXEC-000170,GIS-072-3150,MAT-00000479,BATCH-24127,Schneider Electric,2026-01-12 12:57:00,SUCCESS
SCAN-00000480,SN-00000480,EXEC-000170,GIS-072-3150,MAT-00000480,BATCH-54844,Mitsubishi Electric,2026-01-12 12:29:00,SUCCESS
SCAN-00000481,SN-00000481,EXEC-000170,GIS-072-3150,MAT-00000481,BATCH-27177,ABB,2026-01-12 12:28:00,SUCCESS
SCAN-00000482,SN-00000482,EXEC-000171,GIS-072-2500,MAT-00000482,BATCH-49840,Hitachi Energy,2026-01-13 06:40:00,SUCCESS
SCAN-00000483,SN-00000483,EXEC-000171,GIS-072-2500,MAT-00000483,BATCH-46480,Hitachi Energy,2026-01-13 06:20:00,SUCCESS
SCAN-00000484,SN-00000484,EXEC-000171,GIS-072-2500,MAT-00000484,BATCH-78594,Mitsubishi Electric,2026-01-13 06:29:00,SUCCESS
SCAN-00000485,SN-00000485,EXEC-000172,GIS-245-3150,MAT-00000485,BATCH-98681,Mitsubishi Electric,2026-01-13 06:31:00,SUCCESS
SCAN-00000486,SN-00000486,EXEC-000172,GIS-245-3150,MAT-00000486,BATCH-78442,ABB,2026-01-13 06:26:00,SUCCESS
SCAN-00000487,SN-00000487,EXEC-000172,GIS-245-3150,MAT-00000487,BATCH-16381,Siemens Energy,2026-01-13 06:53:00,SUCCESS
SCAN-00000488,SN-00000488,EXEC-000173,GIS-145-3150,MAT-00000488,BATCH-87597,Schneider Electric,2026-01-13 07:14:00,SUCCESS
SCAN-00000489,SN-00000489,EXEC-000173,GIS-145-3150,MAT-00000489,BATCH-14657,Mitsubishi Electric,2026-01-13 07:01:00,SUCCESS
SCAN-00000490,SN-00000490,EXEC-000173,GIS-145-3150,MAT-00000490,BATCH-40324,Schneider Electric,2026-01-13 07:18:00,SUCCESS
SCAN-00000491,SN-00000491,EXEC-000174,GIS-145-3150,MAT-00000491,BATCH-17147,Hitachi Energy,2026-01-13 07:19:00,SUCCESS
SCAN-00000492,SN-00000492,EXEC-000174,GIS-145-3150,MAT-00000492,BATCH-23693,ABB,2026-01-13 07:20:00,SUCCESS
SCAN-00000493,SN-00000493,EXEC-000175,GIS-145-3150,MAT-00000493,BATCH-42074,Siemens Energy,2026-01-13 07:30:00,SUCCESS
SCAN-00000494,SN-00000494,EXEC-000175,GIS-145-3150,MAT-00000494,BATCH-66853,Schneider Electric,2026-01-13 07:32:00,SUCCESS
SCAN-00000495,SN-00000495,EXEC-000175,GIS-145-3150,MAT-00000495,BATCH-40884,Siemens Energy,2026-01-13 07:36:00,SUCCESS
SCAN-00000496,SN-00000496,EXEC-000175,GIS-145-3150,MAT-00000496,BATCH-26758,Siemens Energy,2026-01-13 07:54:00,SUCCESS
SCAN-00000497,SN-00000497,EXEC-000176,GIS-072-2500,MAT-00000497,BATCH-12822,Mitsubishi Electric,2026-01-13 08:09:00,SUCCESS
SCAN-00000498,SN-00000498,EXEC-000176,GIS-072-2500,MAT-00000498,BATCH-83679,Schneider Electric,2026-01-13 07:49:00,SUCCESS
SCAN-00000499,SN-00000499,EXEC-000176,GIS-072-2500,MAT-00000499,BATCH-22931,ABB,2026-01-13 07:49:00,SUCCESS
SCAN-00000500,SN-00000500,EXEC-000176,GIS-072-2500,MAT-00000500,BATCH-66945,Schneider Electric,2026-01-13 07:43:00,SUCCESS
SCAN-00000501,SN-00000501,EXEC-000176,GIS-072-2500,MAT-00000501,BATCH-98205,Mitsubishi Electric,2026-01-13 07:56:00,SUCCESS
SCAN-00000502,SN-00000502,EXEC-000177,GIS-072-2500,MAT-00000502,BATCH-82484,ABB,2026-01-13 08:12:00,SUCCESS
SCAN-00000503,SN-00000503,EXEC-000177,GIS-072-2500,MAT-00000503,BATCH-72190,Siemens Energy,2026-01-13 08:26:00,SUCCESS
SCAN-00000504,SN-00000504,EXEC-000177,GIS-072-2500,MAT-00000504,BATCH-93799,Hitachi Energy,2026-01-13 08:05:00,SUCCESS
SCAN-00000505,SN-00000505,EXEC-000177,GIS-072-2500,MAT-00000505,BATCH-57846,ABB,2026-01-13 08:11:00,SUCCESS
SCAN-00000506,SN-00000506,EXEC-000178,GIS-145-3150,MAT-00000506,BATCH-92982,Schneider Electric,2026-01-13 08:29:00,SUCCESS
SCAN-00000507,SN-00000507,EXEC-000178,GIS-145-3150,MAT-00000507,BATCH-99727,Siemens Energy,2026-01-13 08:31:00,SUCCESS
SCAN-00000508,SN-00000508,EXEC-000178,GIS-145-3150,MAT-00000508,BATCH-97988,Mitsubishi Electric,2026-01-13 08:36:00,SUCCESS
SCAN-00000509,SN-00000509,EXEC-000179,GIS-245-4000,MAT-00000509,BATCH-98835,Siemens Energy,2026-01-13 08:47:00,SUCCESS
SCAN-00000510,SN-00000510,EXEC-000179,GIS-245-4000,MAT-00000510,BATCH-77223,Mitsubishi Electric,2026-01-13 08:50:00,SUCCESS
SCAN-00000511,SN-00000511,EXEC-000179,GIS-245-4000,MAT-00000511,BATCH-54983,Siemens Energy,2026-01-13 09:08:00,SUCCESS
SCAN-00000512,SN-00000512,EXEC-000180,GIS-145-4000,MAT-00000512,BATCH-76122,Mitsubishi Electric,2026-01-13 09:11:00,SUCCESS
SCAN-00000513,SN-00000513,EXEC-000180,GIS-145-4000,MAT-00000513,BATCH-15018,Mitsubishi Electric,2026-01-13 09:37:00,SUCCESS
SCAN-00000514,SN-00000514,EXEC-000180,GIS-145-4000,MAT-00000514,BATCH-49147,Siemens Energy,2026-01-13 09:15:00,SUCCESS
SCAN-00000515,SN-00000515,EXEC-000181,GIS-072-2500,MAT-00000515,BATCH-96843,Hitachi Energy,2026-01-13 09:24:00,SUCCESS
SCAN-00000516,SN-00000516,EXEC-000181,GIS-072-2500,MAT-00000516,BATCH-72127,Schneider Electric,2026-01-13 09:49:00,SUCCESS
SCAN-00000517,SN-00000517,EXEC-000181,GIS-072-2500,MAT-00000517,BATCH-26706,Hitachi Energy,2026-01-13 09:46:00,SUCCESS
SCAN-00000518,SN-00000518,EXEC-000181,GIS-072-2500,MAT-00000518,BATCH-75404,Siemens Energy,2026-01-13 09:28:00,SUCCESS
SCAN-00000519,SN-00000519,EXEC-000182,GIS-245-4000,MAT-00000519,BATCH-11339,Siemens Energy,2026-01-13 10:12:00,SUCCESS
SCAN-00000520,SN-00000520,EXEC-000182,GIS-245-4000,MAT-00000520,BATCH-43763,ABB,2026-01-13 09:51:00,SUCCESS
SCAN-00000521,SN-00000521,EXEC-000182,GIS-245-4000,MAT-00000521,BATCH-14885,Hitachi Energy,2026-01-13 09:56:00,SUCCESS
SCAN-00000522,SN-00000522,EXEC-000183,GIS-145-4000,MAT-00000522,BATCH-34939,Mitsubishi Electric,2026-01-13 10:20:00,SUCCESS
SCAN-00000523,SN-00000523,EXEC-000183,GIS-145-4000,MAT-00000523,BATCH-33015,Hitachi Energy,2026-01-13 10:27:00,SUCCESS
SCAN-00000524,SN-00000524,EXEC-000184,GIS-145-4000,MAT-00000524,BATCH-90637,ABB,2026-01-13 10:58:00,SUCCESS
SCAN-00000525,SN-00000525,EXEC-000184,GIS-145-4000,MAT-00000525,BATCH-13027,Schneider Electric,2026-01-13 10:58:00,SUCCESS
SCAN-00000526,SN-00000526,EXEC-000184,GIS-145-4000,MAT-00000526,BATCH-63652,Siemens Energy,2026-01-13 10:59:00,SUCCESS
SCAN-00000527,SN-00000527,EXEC-000185,GIS-245-3150,MAT-00000527,BATCH-92791,Siemens Energy,2026-01-13 10:56:00,SUCCESS
SCAN-00000528,SN-00000528,EXEC-000186,GIS-072-2500,MAT-00000528,BATCH-51274,Schneider Electric,2026-01-13 11:12:00,SUCCESS
SCAN-00000529,SN-00000529,EXEC-000186,GIS-072-2500,MAT-00000529,BATCH-30606,Siemens Energy,2026-01-13 11:05:00,SUCCESS
SCAN-00000530,SN-00000530,EXEC-000186,GIS-072-2500,MAT-00000530,BATCH-83233,Hitachi Energy,2026-01-13 11:06:00,SUCCESS
SCAN-00000531,SN-00000531,EXEC-000186,GIS-072-2500,MAT-00000531,BATCH-76676,Siemens Energy,2026-01-13 11:34:00,SUCCESS
SCAN-00000532,SN-00000532,EXEC-000187,GIS-072-3150,MAT-00000532,BATCH-17006,Hitachi Energy,2026-01-13 11:41:00,SUCCESS
SCAN-00000533,SN-00000533,EXEC-000187,GIS-072-3150,MAT-00000533,BATCH-12662,Schneider Electric,2026-01-13 11:41:00,SUCCESS
SCAN-00000534,SN-00000534,EXEC-000187,GIS-072-3150,MAT-00000534,BATCH-60198,Hitachi Energy,2026-01-13 11:31:00,SUCCESS
SCAN-00000535,SN-00000535,EXEC-000187,GIS-072-3150,MAT-00000535,BATCH-66158,Mitsubishi Electric,2026-01-13 11:58:00,SUCCESS
SCAN-00000536,SN-00000536,EXEC-000188,GIS-145-3150,MAT-00000536,BATCH-23696,Mitsubishi Electric,2026-01-13 11:40:00,SUCCESS
SCAN-00000537,SN-00000537,EXEC-000188,GIS-145-3150,MAT-00000537,BATCH-21321,ABB,2026-01-13 11:48:00,SUCCESS
SCAN-00000538,SN-00000538,EXEC-000188,GIS-145-3150,MAT-00000538,BATCH-48711,Hitachi Energy,2026-01-13 12:08:00,SUCCESS
SCAN-00000539,SN-00000539,EXEC-000189,GIS-420-5000,MAT-00000539,BATCH-24778,ABB,2026-01-13 12:02:00,SUCCESS
SCAN-00000540,SN-00000540,EXEC-000189,GIS-420-5000,MAT-00000540,BATCH-73176,ABB,2026-01-13 12:24:00,SUCCESS
SCAN-00000541,SN-00000541,EXEC-000190,GIS-072-2500,MAT-00000541,BATCH-38111,Schneider Electric,2026-01-13 12:51:00,SUCCESS
SCAN-00000542,SN-00000542,EXEC-000190,GIS-072-2500,MAT-00000542,BATCH-32445,Siemens Energy,2026-01-13 12:32:00,SUCCESS
SCAN-00000543,SN-00000543,EXEC-000190,GIS-072-2500,MAT-00000543,BATCH-52344,Hitachi Energy,2026-01-13 12:23:00,SUCCESS
SCAN-00000544,SN-00000544,EXEC-000191,GIS-072-2500,MAT-00000544,BATCH-54878,Siemens Energy,2026-01-13 13:20:00,SUCCESS
SCAN-00000545,SN-00000545,EXEC-000191,GIS-072-2500,MAT-00000545,BATCH-77728,ABB,2026-01-13 12:46:00,SUCCESS
SCAN-00000546,SN-00000546,EXEC-000191,GIS-072-2500,MAT-00000546,BATCH-82899,Schneider Electric,2026-01-13 12:42:00,SUCCESS
SCAN-00000547,SN-00000547,EXEC-000191,GIS-072-2500,MAT-00000547,BATCH-35473,ABB,2026-01-13 13:12:00,SUCCESS
SCAN-00000548,SN-00000548,EXEC-000192,GIS-072-2500,MAT-00000548,BATCH-95644,Siemens Energy,2026-01-13 13:07:00,SUCCESS
SCAN-00000549,SN-00000549,EXEC-000192,GIS-072-2500,MAT-00000549,BATCH-80596,Schneider Electric,2026-01-13 13:12:00,SUCCESS
SCAN-00000550,SN-00000550,EXEC-000192,GIS-072-2500,MAT-00000550,BATCH-29726,Mitsubishi Electric,2026-01-13 13:20:00,SUCCESS
SCAN-00000551,SN-00000551,EXEC-000192,GIS-072-2500,MAT-00000551,BATCH-70463,Schneider Electric,2026-01-13 13:06:00,SUCCESS
SCAN-00000552,SN-00000552,EXEC-000192,GIS-072-2500,MAT-00000552,BATCH-31505,Mitsubishi Electric,2026-01-13 13:29:00,SUCCESS
SCAN-00000553,SN-00000553,EXEC-000193,GIS-420-5000,MAT-00000553,BATCH-40880,Hitachi Energy,2026-01-14 06:21:00,SUCCESS
SCAN-00000554,SN-00000554,EXEC-000194,GIS-170-4000,MAT-00000554,BATCH-13635,ABB,2026-01-14 06:33:00,SUCCESS
SCAN-00000555,SN-00000555,EXEC-000194,GIS-170-4000,MAT-00000555,BATCH-41233,Schneider Electric,2026-01-14 06:27:00,SUCCESS
SCAN-00000556,SN-00000556,EXEC-000195,GIS-245-3150,MAT-00000556,BATCH-42305,Hitachi Energy,2026-01-14 07:05:00,SUCCESS
SCAN-00000557,SN-00000557,EXEC-000195,GIS-245-3150,MAT-00000557,BATCH-35991,Schneider Electric,2026-01-14 06:56:00,SUCCESS
SCAN-00000558,SN-00000558,EXEC-000195,GIS-245-3150,MAT-00000558,BATCH-80369,Hitachi Energy,2026-01-14 07:09:00,SUCCESS
SCAN-00000559,SN-00000559,EXEC-000196,GIS-145-4000,MAT-00000559,BATCH-13038,Schneider Electric,2026-01-14 07:11:00,SUCCESS
SCAN-00000560,SN-00000560,EXEC-000196,GIS-145-4000,MAT-00000560,BATCH-47122,Mitsubishi Electric,2026-01-14 07:06:00,SUCCESS
SCAN-00000561,SN-00000561,EXEC-000196,GIS-145-4000,MAT-00000561,BATCH-33759,Hitachi Energy,2026-01-14 07:36:00,SUCCESS
SCAN-00000562,SN-00000562,EXEC-000197,GIS-072-3150,MAT-00000562,BATCH-68901,Siemens Energy,2026-01-14 07:46:00,SUCCESS
SCAN-00000563,SN-00000563,EXEC-000197,GIS-072-3150,MAT-00000563,BATCH-38079,ABB,2026-01-14 07:25:00,SUCCESS
SCAN-00000564,SN-00000564,EXEC-000197,GIS-072-3150,MAT-00000564,BATCH-85149,ABB,2026-01-14 07:44:00,SUCCESS
SCAN-00000565,SN-00000565,EXEC-000197,GIS-072-3150,MAT-00000565,BATCH-68327,Schneider Electric,2026-01-14 07:28:00,SUCCESS
SCAN-00000566,SN-00000566,EXEC-000197,GIS-072-3150,MAT-00000566,BATCH-76100,Siemens Energy,2026-01-14 07:21:00,SUCCESS
SCAN-00000567,SN-00000567,EXEC-000198,GIS-245-3150,MAT-00000567,BATCH-88108,Mitsubishi Electric,2026-01-14 07:44:00,SUCCESS
SCAN-00000568,SN-00000568,EXEC-000199,GIS-072-2500,MAT-00000568,BATCH-79279,Schneider Electric,2026-01-14 08:10:00,SUCCESS
SCAN-00000569,SN-00000569,EXEC-000199,GIS-072-2500,MAT-00000569,BATCH-97544,ABB,2026-01-14 08:34:00,SUCCESS
SCAN-00000570,SN-00000570,EXEC-000199,GIS-072-2500,MAT-00000570,BATCH-10599,Siemens Energy,2026-01-14 08:19:00,SUCCESS
SCAN-00000571,SN-00000571,EXEC-000200,GIS-170-4000,MAT-00000571,BATCH-89742,Hitachi Energy,2026-01-14 08:45:00,SUCCESS
SCAN-00000572,SN-00000572,EXEC-000200,GIS-170-4000,MAT-00000572,BATCH-65857,Mitsubishi Electric,2026-01-14 08:44:00,SUCCESS
SCAN-00000573,SN-00000573,EXEC-000200,GIS-170-4000,MAT-00000573,BATCH-30460,Mitsubishi Electric,2026-01-14 08:41:00,SUCCESS
SCAN-00000574,SN-00000574,EXEC-000201,GIS-245-3150,MAT-00000574,BATCH-71645,Schneider Electric,2026-01-14 09:11:00,SUCCESS
SCAN-00000575,SN-00000575,EXEC-000202,GIS-300-4000,MAT-00000575,BATCH-88691,ABB,2026-01-14 09:28:00,SUCCESS
SCAN-00000576,SN-00000576,EXEC-000203,GIS-245-4000,MAT-00000576,BATCH-93903,Mitsubishi Electric,2026-01-14 09:22:00,SUCCESS
SCAN-00000577,SN-00000577,EXEC-000203,GIS-245-4000,MAT-00000577,BATCH-25193,Mitsubishi Electric,2026-01-14 09:32:00,SUCCESS
SCAN-00000578,SN-00000578,EXEC-000203,GIS-245-4000,MAT-00000578,BATCH-17839,Schneider Electric,2026-01-14 09:29:00,SUCCESS
SCAN-00000579,SN-00000579,EXEC-000204,GIS-072-2500,MAT-00000579,BATCH-31148,Schneider Electric,2026-01-14 09:43:00,SUCCESS
SCAN-00000580,SN-00000580,EXEC-000204,GIS-072-2500,MAT-00000580,BATCH-22673,Siemens Energy,2026-01-14 09:47:00,SUCCESS
SCAN-00000581,SN-00000581,EXEC-000204,GIS-072-2500,MAT-00000581,BATCH-81886,Schneider Electric,2026-01-14 10:13:00,SUCCESS
SCAN-00000582,SN-00000582,EXEC-000204,GIS-072-2500,MAT-00000582,BATCH-92369,Schneider Electric,2026-01-14 10:00:00,SUCCESS
SCAN-00000583,SN-00000583,EXEC-000204,GIS-072-2500,MAT-00000583,BATCH-67998,Hitachi Energy,2026-01-14 10:03:00,SUCCESS
SCAN-00000584,SN-00000584,EXEC-000205,GIS-145-3150,MAT-00000584,BATCH-48580,Siemens Energy,2026-01-14 10:12:00,SUCCESS
SCAN-00000585,SN-00000585,EXEC-000205,GIS-145-3150,MAT-00000585,BATCH-69163,Schneider Electric,2026-01-14 10:09:00,SUCCESS
SCAN-00000586,SN-00000586,EXEC-000205,GIS-145-3150,MAT-00000586,BATCH-46213,ABB,2026-01-14 10:05:00,SUCCESS
SCAN-00000587,SN-00000587,EXEC-000206,GIS-072-2500,MAT-00000587,BATCH-30553,Siemens Energy,2026-01-14 10:46:00,SUCCESS
SCAN-00000588,SN-00000588,EXEC-000206,GIS-072-2500,MAT-00000588,BATCH-43654,ABB,2026-01-14 10:28:00,SUCCESS
SCAN-00000589,SN-00000589,EXEC-000206,GIS-072-2500,MAT-00000589,BATCH-51670,Schneider Electric,2026-01-14 10:54:00,SUCCESS
SCAN-00000590,SN-00000590,EXEC-000206,GIS-072-2500,MAT-00000590,BATCH-67419,Mitsubishi Electric,2026-01-14 10:49:00,SUCCESS
SCAN-00000591,SN-00000591,EXEC-000206,GIS-072-2500,MAT-00000591,BATCH-28660,Mitsubishi Electric,2026-01-14 10:31:00,SUCCESS
SCAN-00000592,SN-00000592,EXEC-000207,GIS-300-4000,MAT-00000592,BATCH-47830,Hitachi Energy,2026-01-14 10:58:00,SUCCESS
SCAN-00000593,SN-00000593,EXEC-000207,GIS-300-4000,MAT-00000593,BATCH-61338,Mitsubishi Electric,2026-01-14 11:09:00,SUCCESS
SCAN-00000594,SN-00000594,EXEC-000208,GIS-550-5000,MAT-00000594,BATCH-35306,Schneider Electric,2026-01-14 11:35:00,SUCCESS
SCAN-00000595,SN-00000595,EXEC-000209,GIS-300-4000,MAT-00000595,BATCH-52151,Schneider Electric,2026-01-14 11:50:00,SUCCESS
SCAN-00000596,SN-00000596,EXEC-000210,GIS-245-4000,MAT-00000596,BATCH-36646,Mitsubishi Electric,2026-01-14 12:12:00,SUCCESS
SCAN-00000597,SN-00000597,EXEC-000210,GIS-245-4000,MAT-00000597,BATCH-43778,Hitachi Energy,2026-01-14 12:07:00,SUCCESS
SCAN-00000598,SN-00000598,EXEC-000210,GIS-245-4000,MAT-00000598,BATCH-61458,Siemens Energy,2026-01-14 11:52:00,SUCCESS
SCAN-00000599,SN-00000599,EXEC-000211,GIS-420-4000,MAT-00000599,BATCH-76398,Schneider Electric,2026-01-15 06:01:00,SUCCESS
SCAN-00000600,SN-00000600,EXEC-000211,GIS-420-4000,MAT-00000600,BATCH-56360,Mitsubishi Electric,2026-01-15 06:25:00,SUCCESS
SCAN-00000601,SN-00000601,EXEC-000212,GIS-300-4000,MAT-00000601,BATCH-95944,Siemens Energy,2026-01-15 06:54:00,SUCCESS
SCAN-00000602,SN-00000602,EXEC-000212,GIS-300-4000,MAT-00000602,BATCH-10739,Siemens Energy,2026-01-15 06:42:00,SUCCESS
SCAN-00000603,SN-00000603,EXEC-000213,GIS-072-3150,MAT-00000603,BATCH-75355,Schneider Electric,2026-01-15 07:15:00,SUCCESS
SCAN-00000604,SN-00000604,EXEC-000213,GIS-072-3150,MAT-00000604,BATCH-47722,Hitachi Energy,2026-01-15 06:56:00,SUCCESS
SCAN-00000605,SN-00000605,EXEC-000213,GIS-072-3150,MAT-00000605,BATCH-37862,ABB,2026-01-15 07:12:00,SUCCESS
SCAN-00000606,SN-00000606,EXEC-000214,GIS-145-4000,MAT-00000606,BATCH-17765,Siemens Energy,2026-01-15 07:37:00,SUCCESS
SCAN-00000607,SN-00000607,EXEC-000214,GIS-145-4000,MAT-00000607,BATCH-18626,ABB,2026-01-15 07:06:00,SUCCESS
SCAN-00000608,SN-00000608,EXEC-000214,GIS-145-4000,MAT-00000608,BATCH-13745,Siemens Energy,2026-01-15 07:40:00,SUCCESS
SCAN-00000609,SN-00000609,EXEC-000215,GIS-245-3150,MAT-00000609,BATCH-65148,Mitsubishi Electric,2026-01-15 07:21:00,SUCCESS
SCAN-00000610,SN-00000610,EXEC-000215,GIS-245-3150,MAT-00000610,BATCH-38009,Schneider Electric,2026-01-15 07:52:00,SUCCESS
SCAN-00000611,SN-00000611,EXEC-000216,GIS-300-4000,MAT-00000611,BATCH-28946,Schneider Electric,2026-01-15 08:09:00,SUCCESS
SCAN-00000612,SN-00000612,EXEC-000217,GIS-145-3150,MAT-00000612,BATCH-10856,Mitsubishi Electric,2026-01-15 08:20:00,SUCCESS
SCAN-00000613,SN-00000613,EXEC-000217,GIS-145-3150,MAT-00000613,BATCH-81760,ABB,2026-01-15 08:07:00,SUCCESS
SCAN-00000614,SN-00000614,EXEC-000217,GIS-145-3150,MAT-00000614,BATCH-64988,Siemens Energy,2026-01-15 08:19:00,SUCCESS
SCAN-00000615,SN-00000615,EXEC-000218,GIS-420-4000,MAT-00000615,BATCH-25388,Hitachi Energy,2026-01-15 08:30:00,SUCCESS
SCAN-00000616,SN-00000616,EXEC-000218,GIS-420-4000,MAT-00000616,BATCH-61528,Hitachi Energy,2026-01-15 08:37:00,SUCCESS
SCAN-00000617,SN-00000617,EXEC-000219,GIS-145-4000,MAT-00000617,BATCH-69984,ABB,2026-01-15 08:51:00,SUCCESS
SCAN-00000618,SN-00000618,EXEC-000219,GIS-145-4000,MAT-00000618,BATCH-57191,Hitachi Energy,2026-01-15 08:51:00,SUCCESS
SCAN-00000619,SN-00000619,EXEC-000220,GIS-245-3150,MAT-00000619,BATCH-42299,Siemens Energy,2026-01-15 09:16:00,SUCCESS
SCAN-00000620,SN-00000620,EXEC-000220,GIS-245-3150,MAT-00000620,BATCH-60797,Schneider Electric,2026-01-15 09:00:00,SUCCESS
SCAN-00000621,SN-00000621,EXEC-000221,GIS-072-3150,MAT-00000621,BATCH-40679,Mitsubishi Electric,2026-01-15 09:23:00,SUCCESS
SCAN-00000622,SN-00000622,EXEC-000221,GIS-072-3150,MAT-00000622,BATCH-74394,Hitachi Energy,2026-01-15 09:21:00,SUCCESS
SCAN-00000623,SN-00000623,EXEC-000221,GIS-072-3150,MAT-00000623,BATCH-27096,Schneider Electric,2026-01-15 09:23:00,SUCCESS
SCAN-00000624,SN-00000624,EXEC-000221,GIS-072-3150,MAT-00000624,BATCH-91751,Hitachi Energy,2026-01-15 09:33:00,SUCCESS
SCAN-00000625,SN-00000625,EXEC-000222,GIS-145-4000,MAT-00000625,BATCH-85229,Siemens Energy,2026-01-15 09:45:00,SUCCESS
SCAN-00000626,SN-00000626,EXEC-000222,GIS-145-4000,MAT-00000626,BATCH-73858,Mitsubishi Electric,2026-01-15 10:05:00,SUCCESS
SCAN-00000627,SN-00000627,EXEC-000223,GIS-072-3150,MAT-00000627,BATCH-24579,Siemens Energy,2026-01-15 10:24:00,SUCCESS
SCAN-00000628,SN-00000628,EXEC-000223,GIS-072-3150,MAT-00000628,BATCH-70030,ABB,2026-01-15 10:16:00,SUCCESS
SCAN-00000629,SN-00000629,EXEC-000223,GIS-072-3150,MAT-00000629,BATCH-11184,ABB,2026-01-15 10:17:00,SUCCESS
SCAN-00000630,SN-00000630,EXEC-000223,GIS-072-3150,MAT-00000630,BATCH-76448,Hitachi Energy,2026-01-15 10:09:00,SUCCESS
SCAN-00000631,SN-00000631,EXEC-000223,GIS-072-3150,MAT-00000631,BATCH-24822,ABB,2026-01-15 10:16:00,SUCCESS
SCAN-00000632,SN-00000632,EXEC-000224,GIS-245-3150,MAT-00000632,BATCH-53397,Siemens Energy,2026-01-15 10:45:00,SUCCESS
SCAN-00000633,SN-00000633,EXEC-000224,GIS-245-3150,MAT-00000633,BATCH-94110,ABB,2026-01-15 10:27:00,SUCCESS
SCAN-00000634,SN-00000634,EXEC-000225,GIS-145-4000,MAT-00000634,BATCH-45727,Schneider Electric,2026-01-15 11:03:00,SUCCESS
SCAN-00000635,SN-00000635,EXEC-000225,GIS-145-4000,MAT-00000635,BATCH-82579,Siemens Energy,2026-01-15 10:48:00,SUCCESS
SCAN-00000636,SN-00000636,EXEC-000225,GIS-145-4000,MAT-00000636,BATCH-81014,Schneider Electric,2026-01-15 10:41:00,SUCCESS
SCAN-00000637,SN-00000637,EXEC-000226,GIS-170-4000,MAT-00000637,BATCH-44482,Mitsubishi Electric,2026-01-15 11:39:00,SUCCESS
SCAN-00000638,SN-00000638,EXEC-000226,GIS-170-4000,MAT-00000638,BATCH-54772,Siemens Energy,2026-01-15 11:20:00,SUCCESS
SCAN-00000639,SN-00000639,EXEC-000226,GIS-170-4000,MAT-00000639,BATCH-78803,Schneider Electric,2026-01-15 11:12:00,SUCCESS
SCAN-00000640,SN-00000640,EXEC-000227,GIS-072-3150,MAT-00000640,BATCH-31895,Schneider Electric,2026-01-15 11:36:00,SUCCESS
SCAN-00000641,SN-00000641,EXEC-000227,GIS-072-3150,MAT-00000641,BATCH-47765,Siemens Energy,2026-01-15 11:33:00,SUCCESS
SCAN-00000642,SN-00000642,EXEC-000227,GIS-072-3150,MAT-00000642,BATCH-20263,Siemens Energy,2026-01-15 11:21:00,SUCCESS
SCAN-00000643,SN-00000643,EXEC-000227,GIS-072-3150,MAT-00000643,BATCH-99587,Siemens Energy,2026-01-15 11:59:00,SUCCESS
SCAN-00000644,SN-00000644,EXEC-000228,GIS-245-3150,MAT-00000644,BATCH-76207,Hitachi Energy,2026-01-15 12:00:00,SUCCESS
SCAN-00000645,SN-00000645,EXEC-000228,GIS-245-3150,MAT-00000645,BATCH-51444,Hitachi Energy,2026-01-15 12:00:00,SUCCESS
